,output,predict
50,"{""article_jcreated_at"": ""1/10/01""}","{""article_jcreated_at"": ""1/10/01""}"
51,"{""article_jissue"": ""-1""}","{""article_jissue"": ""-1""}"
52,"{""article_jcreated_at"": ""1/13/01""}","{""article_jcreated_at"": ""1/13/01""}"
53,"{""article_jcreated_at"": ""1/10/11""}","{""article_jcreated_at"": ""1/10/11""}"
54,"{""article_jcreated_at"": ""1/10/01""}","{""article_jcreated_at"": ""1/10/01""}"
55,"{""article_jcreated_at"": ""1/1/99""}","{""article_jcreated_at"": ""1/99/01""}"
56,"{""article_jcreated_at"": ""1/1/94""}","{""article_jcreated_at"": ""1/94""}"
57,"{""article_jcreated_at"": ""1/12/11""}","{""article_jcreated_at"": ""1/12/11""}"
58,"{""article_jcreated_at"": ""1/10/11""}","{""article_jcreated_at"": ""1/10/11""}"
59,"{""article_jcreated_at"": ""1/7/01""}","{""article_jcreated_at"": ""1/7/01""}"
60,"{""article_jissue"": ""-1""}","{""article_jissue"": ""-1""}"
61,"{""article_jcreated_at"": ""4/14/12""}","{""article_jcreated_at"": ""4/14/12""}"
62,"{""article_jcreated_at"": ""1/6/09""}","{""article_jcreated_at"": ""1/6/09""}"
63,"{""article_jcreated_at"": ""1/12/01""}","{""article_jcreated_at"": ""1/12/01""}"
64,"{""article_jcreated_at"": ""1/10/10""}","{""article_jcreated_at"": ""1/10/10""}"
65,"{""article_jcreated_at"": ""1/14/12""}","{""article_jcreated_at"": ""1/14/12""}"
66,"{""article_jcreated_at"": ""1/15/01""}","{""article_jcreated_at"": ""1/15/01""}"
67,"{""article_jcreated_at"": ""1/2/04""}","{""article_jcreated_at"": ""1/2/04""}"
68,"{""article_jcreated_at"": ""1/11/01""}","{""article_jcreated_at"": ""1/11/01""}"
69,"{""article_jcreated_at"": ""1/5/01""}","{""article_jcreated_at"": ""1/5/01""}"
70,"{""article_jissue"": ""-1""}","{""article_jissue"": ""-1""}"
71,"{""article_jcreated_at"": ""1/9/01""}","{""article_jcreated_at"": ""1/9/01""}"
72,"{""article_jissue"": ""1""}","{""article_jissue"": ""-1""}"
73,"{""article_jcreated_at"": ""1/8/01""}","{""article_jcreated_at"": ""1/8/01""}"
74,"{""article_jcreated_at"": ""1/8/01""}","{""article_jcreated_at"": ""1/8/01""}"
75,"{""article_jcreated_at"": ""1/10/01""}","{""article_jcreated_at"": ""1/10/01""}"
76,"{""author_list"": ""{\""M. Pujol\"",\""P. Barragn\"",\""J.M. Tiraboschi\"",\""A. Imaz\"",\""M.. Dom_nguez\"",\""D. Podzamczer\""}""}","{""author_list"": ""{\""M. Pujol\"",\""P. Barnag\ufffdn\"",\""J.M. Tiraboschi\"",\""A. Imaz\"",\""M. Dom_nguez\"",\""D. Podzamczer\""}""}"
77,"{""article_jcreated_at"": ""1/12/06""}","{""article_jcreated_at"": ""1/12/06""}"
78,"{""article_jcreated_at"": ""3/1/99""}","{""article_jcreated_at"": ""1/99/03""}"
79,"{""author_list"": ""{\""O Ceki_\"",\""C Batman\""}""}","{""author_list"": ""{\""O Ceki_,\""C Batman\""}""}"
80,"{""article_jcreated_at"": ""1/12/01""}","{""article_jcreated_at"": ""1/12/01""}"
81,"{""author_list"": ""{\""Cecilia Bj_rkelund\"",\""Margaretha Jerlock\""}""}","{""author_list"": ""{\""Cecilia Bj_rkelund\"",\""Margaretha Jerlock\""}""}"
82,"{""article_jcreated_at"": ""1/15/01""}","{""article_jcreated_at"": ""1/15/01""}"
83,"{""article_jcreated_at"": ""1/3/07""}","{""article_jcreated_at"": ""1/3/07""}"
84,"{""article_jcreated_at"": ""1/13/01""}","{""article_jcreated_at"": ""1/13/01""}"
85,"{""article_pagination"": ""17-Aug""}","{""article_pagination"": ""Aug-17""}"
86,"{""article_jcreated_at"": ""1/11/01""}","{""article_jcreated_at"": ""1/11/01""}"
87,"{""article_jcreated_at"": ""1/6/01""}","{""article_jcreated_at"": ""1/6/01""}"
88,"{""article_jcreated_at"": ""11/1/96""}","{""article_jcreated_at"": ""1/96/11""}"
89,"{""article_jcreated_at"": ""1/8/01""}","{""article_jcreated_at"": ""1/8/01""}"
90,"{""article_jcreated_at"": ""1/10/01""}","{""article_jcreated_at"": ""1/10/01""}"
91,"{""article_jcreated_at"": ""1/7/02""}","{""article_jcreated_at"": ""1/7/02""}"
92,"{""article_jcreated_at"": ""1/5/01""}","{""article_jcreated_at"": ""1/5/01""}"
93,"{""article_jcreated_at"": ""1/15/05""}","{""article_jcreated_at"": ""1/15/05""}"
94,"{""author_list"": ""{\""E Huguet\"",\""O Porta\"",\""E Mart_nez\"",\""I Mora\"",\""M Sim_\"",\""J Pubill\"",\""J A Ortega\"",\""M T Castillo\""}""}","{""author_list"": ""{\""E Huguet\"",\""O Porta\"",\""E Mart_nez\"",\""I Mora\"",\""M Sim_\"",\""J Pubill\"",\""J A Ortega\"",\""M T Castillo\""}""}"
95,"{""article_jcreated_at"": ""1/14/01""}","{""article_jcreated_at"": ""1/14/01""}"
96,"{""article_jcreated_at"": ""1/8/01""}","{""article_jcreated_at"": ""1/8/01""}"
97,"{""author_list"": ""{\""Miquel S_nchez-Marr\"",\""Geoff Holmes\"",\""Joaqu_n Izquierdo\"",\""Joaquim Comas\"",\""Ioannis Athanasiadis\"",\""Karina Gibert\""}""}","{""author_list"": ""{\""Miquel S_nchez-Marr\"",\""Geoff Holmes\"",\""Joaqu_n Izquierdo\"",\""Joaquim Comas\"",\""Ioannis Athanasiadis\"",\""Karina Gibert\""}""}"
98,"{""article_jcreated_at"": ""1/6/12""}","{""article_jcreated_at"": ""1/6/12""}"
99,"{""article_jcreated_at"": ""1/12/01""}","{""article_jcreated_at"": ""1/12/01""}"
100,"{""article_jcreated_at"": ""1/1/99""}","{""article_jcreated_at"": ""1/99/01""}"
101,"{""article_pagination"": ""10-May""}","{""article_pagination"": ""May-10""}"
102,"{""article_jcreated_at"": ""1/8/01""}","{""article_jcreated_at"": ""1/8/01""}"
103,"{""article_jcreated_at"": ""1/9/03""}","{""article_jcreated_at"": ""1/9/03""}"
104,"{""article_jcreated_at"": ""1/10/01""}","{""article_jcreated_at"": ""1/10/01""}"
105,"{""article_pagination"": ""Jul-93""}","{""article_pagination"": ""Jul-93""}"
106,"{""article_jcreated_at"": ""1/1/99""}","{""article_jcreated_at"": ""1/99/01""}"
107,"{""article_jcreated_at"": ""1/11/01""}","{""article_jcreated_at"": ""1/11/01""}"
108,"{""article_jcreated_at"": ""1/13/01""}","{""article_jcreated_at"": ""1/13/01""}"
109,"{""article_jcreated_at"": ""1/7/01""}","{""article_jcreated_at"": ""1/7/01""}"
110,"{""article_jcreated_at"": ""1/9/01""}","{""article_jcreated_at"": ""1/9/01""}"
111,"{""author_list"": ""{\""N. Jakubik\"",\""L. Trzpil\"",\""F. Raciborski\"",\""U. Samolinska-Zawisza\"",\""L. Samoliski\"",\""D. Paczesny\"",\""Z. Halat\"",\""J. Marszalkowska\"",\""B. Samolinski\"",\""P. Samel-Kowalik\"",\""A. Lusawa\"",\""J. Gutowska\"",\""A. Tomaszewska\"",\""A. Walkiewicz\""}""}","{""author_list"": ""{\""}"
112,"{""article_jcreated_at"": ""1/1/92""}","{""article_jcreated_at"": ""1/92/01""}"
113,"{""article_jcreated_at"": ""1/2/09""}","{""article_jcreated_at"": ""1/2/09""}"
114,"{""article_jcreated_at"": ""1/1/92""}","{""article_jcreated_at"": ""1/92/01""}"
115,"{""article_jcreated_at"": ""1/14/01""}","{""article_jcreated_at"": ""1/14/01""}"
116,"{""author_list"": ""{\""M. Tercedor Snchez\"",\""J.A. Prieto Velasco\""}""}","{""author_list"": ""{\""M. Tercedor Sanchez\"",\""J.A. Prieto Velasco\""}""}"
117,"{""article_jcreated_at"": ""1/15/01""}","{""article_jcreated_at"": ""1/15/01""}"
118,"{""article_jcreated_at"": ""1/9/08""}","{""article_jcreated_at"": ""1/9/08""}"
119,"{""article_jcreated_at"": ""1/14/04""}","{""article_jcreated_at"": ""1/14/04""}"
120,"{""article_jcreated_at"": ""1/6/03""}","{""article_jcreated_at"": ""1/6/03""}"
121,"{""article_jcreated_at"": ""1/12/01""}","{""article_jcreated_at"": ""1/12/01""}"
122,"{""article_jcreated_at"": ""1/12/01""}","{""article_jcreated_at"": ""1/12/01""}"
123,"{""article_jcreated_at"": ""1/3/04""}","{""article_jcreated_at"": ""1/3/04""}"
124,"{""article_jvolumn"": ""-1""}","{""article_jvolumn"": ""-1""}"
125,"{""article_jcreated_at"": ""1/1/00""}","{""article_jcreated_at"": ""1/00/01""}"
126,"{""article_jcreated_at"": ""1/14/09""}","{""article_jcreated_at"": ""1/14/09""}"
127,"{""article_jcreated_at"": ""1/13/01""}","{""article_jcreated_at"": ""1/13/01""}"
128,"{""article_jcreated_at"": ""1/7/01""}","{""article_jcreated_at"": ""1/7/01""}"
129,"{""article_jcreated_at"": ""1/11/01""}","{""article_jcreated_at"": ""1/11/01""}"
130,"{""article_jcreated_at"": ""1/1/04""}","{""article_jcreated_at"": ""1/1/04""}"
131,"{""article_jcreated_at"": ""1/1/76""}","{""article_jcreated_at"": ""1/76/01""}"
132,"{""article_jcreated_at"": ""1/10/01""}","{""article_jcreated_at"": ""1/10/01""}"
133,"{""article_title"": ""Effet d'une intervention non mdicamenteuse, Voix d'Or, sur les troubles du comportement dans la maladie d'Alzheimer ou une maladie apparente. [Effect of a non-pharmacological intervention, Voix d'Or, on behavior disturbances in Alzheimer disease and associated disorders.]""}","{""article_title"": ""Effet d'une intervention non médicamenteuse, Voix d'Or, sur les troubles du comportement dans la maladie d'Alzheimer ou une maladie apparentée. [Effect of a non-pharmacological intervention, Voix d'Or, on behavior disturbances in Alzheimer disease and associated disorders.]""}"
134,"{""journal_title"": ""Griatrie et Psychologie Neuropsychiatrie du Vieillissement""}","{""journal_title"": ""Geriatrie et Psychologie Neuropsychiatrie du Vieillissement""}"
135,"{""author_list"": ""{\""Graldine Martin-Gaujard\"",\""Floriane Delphin-Combe\"",\""Isabelle Rouch\"",\""Solveig Relland\"",\""Pierre Krolak-Salmon\""}""}","{""author_list"": ""{\""Geraldine Martin-Gaujard\"",\""Floriane Delphin-Combe\"",\""Isabelle Rouch\"",\""Solveig Relland\"",\""Pierre Krolak-Salmon\""}""}"
136,"{""article_jcreated_at"": ""1/1/66""}","{""article_jcreated_at"": ""1/66/01""}"
137,"{""journal_issn"": ""22-Mar""}","{""journal_issn"": ""22-Mar""}"
138,"{""article_jcreated_at"": ""11/1/96""}","{""article_jcreated_at"": ""1/96/11""}"
139,"{""article_jcreated_at"": ""1/12/02""}","{""article_jcreated_at"": ""1/12/02""}"
140,"{""article_jissue"": ""-1""}","{""article_jissue"": ""-1""}"
141,"{""article_jcreated_at"": ""1/13/01""}","{""article_jcreated_at"": ""1/13/01""}"
142,"{""article_jcreated_at"": ""1/13/01""}","{""article_jcreated_at"": ""1/13/01""}"
143,"{""article_jcreated_at"": ""1/11/01""}","{""article_jcreated_at"": ""1/11/01""}"
144,"{""article_jcreated_at"": ""1/12/05""}","{""article_jcreated_at"": ""1/12/05""}"
145,"{""author_list"": ""{\""V Cus_\"",\""H Galvez\"",\""M Iriondo\"",\""J Campistol\"",\""I Mlaga\"",\""A Garc_a Cazorla\""}""}","{""author_list"": ""{\""V Cus_,\"",\""H Galvez\"",\""M Iriondo\"",\""J Campistol\"",\""I M_laga\"",\""A Garc_a Cazorla\""}""}"
146,"{""article_jcreated_at"": ""1/11/01""}","{""article_jcreated_at"": ""1/11/01""}"
147,"{""article_jcreated_at"": ""1/8/01""}","{""article_jcreated_at"": ""1/8/01""}"
148,"{""article_jcreated_at"": ""4/1/99""}","{""article_jcreated_at"": ""1/99/04""}"
149,"{""author_list"": ""{\""di Raimondo D.\"",\""Pinto A.\"",\""Lucifora B.\"",\""Tuttolomondo A.\"",\""Licata G.\"",\""Butt_ C.\""}""}","{""author_list"": ""{\""di Raimondo D.\"",\""Pinto A.\"",\""Lucifora B.\"",\""Tuttolomondo A.\"",\""Licata G.\"",\""Butt C.\""}""}"
150,"{""journal_issn"": ""14-Feb""}","{""journal_issn"": ""14-Feb""}"
151,"{""article_jcreated_at"": ""1/13/01""}","{""article_jcreated_at"": ""1/13/01""}"
152,"{""journal_issn"": ""Feb-37""}","{""journal_issn"": ""37-Feb""}"
153,"{""article_jcreated_at"": ""1/3/06""}","{""article_jcreated_at"": ""1/3/06""}"
154,"{""article_jcreated_at"": ""1/5/01""}","{""article_jcreated_at"": ""1/5/01""}"
155,"{""article_jcreated_at"": ""12/1/00""}","{""article_jcreated_at"": ""1/00/12""}"
156,"{""article_jcreated_at"": ""1/14/11""}","{""article_jcreated_at"": ""1/14/11""}"
157,"{""article_jcreated_at"": ""1/5/01""}","{""article_jcreated_at"": ""1/5/01""}"
158,"{""article_jcreated_at"": ""1/14/01""}","{""article_jcreated_at"": ""1/14/01""}"
159,"{""article_jcreated_at"": ""1/14/01""}","{""article_jcreated_at"": ""1/14/01""}"
160,"{""article_jcreated_at"": ""1/11/01""}","{""article_jcreated_at"": ""1/11/01""}"
161,"{""article_jcreated_at"": ""1/9/01""}","{""article_jcreated_at"": ""1/9/01""}"
162,"{""article_jcreated_at"": ""1/11/01""}","{""article_jcreated_at"": ""1/11/01""}"
163,"{""article_jcreated_at"": ""1/5/01""}","{""article_jcreated_at"": ""1/5/01""}"
164,"{""article_jcreated_at"": ""1/7/03""}","{""article_jcreated_at"": ""1/7/03""}"
165,"{""article_jcreated_at"": ""1/12/01""}","{""article_jcreated_at"": ""1/12/01""}"
166,"{""article_jcreated_at"": ""1/14/01""}","{""article_jcreated_at"": ""1/14/01""}"
167,"{""article_jcreated_at"": ""8/1/65""}","{""article_jcreated_at"": ""1/65/08""}"
168,"{""article_jcreated_at"": ""1/4/05""}","{""article_jcreated_at"": ""1/4/05""}"
169,"{""article_jcreated_at"": ""1/7/01""}","{""article_jcreated_at"": ""1/7/01""}"
170,"{""article_jcreated_at"": ""1/12/10""}","{""article_jcreated_at"": ""1/12/10""}"
171,"{""article_jcreated_at"": ""1/1/99""}","{""article_jcreated_at"": ""1/99/01""}"
172,"{""article_jcreated_at"": ""1/1/76""}","{""article_jcreated_at"": ""1/76/01""}"
173,"{""article_jcreated_at"": ""6/30/07""}","{""article_jcreated_at"": ""30/7/06""}"
174,"{""article_jcreated_at"": ""1/9/01""}","{""article_jcreated_at"": ""1/9/01""}"
175,"{""article_jissue"": ""-1""}","{""article_jissue"": ""-1""}"
176,"{""article_jcreated_at"": ""1/13/12""}","{""article_jcreated_at"": ""1/13/12""}"
177,"{""journal_title"": ""Paliativn_ Schanzova osteotomie p_i nereponibiln_ luxaci kyeln_ho kloubu u pacient s d_tskou mozkovou obrnou v adolescentn_m v_u""}","{""journal_title"": ""Paliativn_ Schanzova osteotomie p_i nereponibil_ luxaci ky_el_n_ho kloubu u pacient_ s d_tskou mozkovou obrnou v adolescent_m""}"
178,"{""journal_issn"": ""15-Jan""}","{""journal_issn"": ""15-Jan""}"
179,"{""article_jcreated_at"": ""1/13/01""}","{""article_jcreated_at"": ""1/13/01""}"
180,"{""author_list"": ""{\""D Chochol\"",\""R Chaloupka\"",\""B Kala\"",\""J Gallo\"",\""M Netval\""}""}","{""author_list"": ""{\""D Chochol_d\"",\""R Chaloupka\"",\""B Kala\"",\""J Gallo\"",\""M Netval\""}""}"
181,"{""article_jcreated_at"": ""1/14/01""}","{""article_jcreated_at"": ""1/14/01""}"
182,"{""article_jcreated_at"": ""1/14/05""}","{""article_jcreated_at"": ""1/14/05""}"
183,"{""article_jcreated_at"": ""1/14/01""}","{""article_jcreated_at"": ""1/14/01""}"
184,"{""article_jcreated_at"": ""1/11/01""}","{""article_jcreated_at"": ""1/11/01""}"
185,"{""article_jcreated_at"": ""1/1/95""}","{""article_jcreated_at"": ""1/95""}"
186,"{""article_jcreated_at"": ""1/7/01""}","{""article_jcreated_at"": ""1/7/01""}"
187,"{""article_jcreated_at"": ""1/10/01""}","{""article_jcreated_at"": ""1/10/01""}"
188,"{""article_pagination"": ""Apr-43""}","{""article_pagination"": ""Apr-43""}"
189,"{""article_jcreated_at"": ""1/8/08""}","{""article_jcreated_at"": ""1/8/08""}"
190,"{""article_jcreated_at"": ""1/13/01""}","{""article_jcreated_at"": ""1/13/01""}"
191,"{""article_jcreated_at"": ""1/6/07""}","{""article_jcreated_at"": ""1/6/07""}"
192,"{""author_list"": ""{\""A Philotheou\"",\""S R Heller\"",\""J Jendle\"",\""M-A Gall\"",\""K Klendorf\"",\""G P Ross\"",\""G Perriello\"",\""I Pavlic-Renar\""}""}","{""author_list"": ""{\""A Philotheou\"",\""S R Heller\"",\""J Jendle\"",\""M-A Gall\"",\""K K_lendorf\"",\""G P Ross\"",\""G Perriello\"",\""I Pavlic-Renar\""}""}"
193,"{""article_jcreated_at"": ""1/5/01""}","{""article_jcreated_at"": ""1/5/01""}"
194,"{""article_title"": ""Association of transforming growth factor-_1__T869C, G915C, and C509T gene polymorphisms with rheumatoid arthritis risk.""}","{""article_title"": ""Association of transforming growth factor-_1_T869C, G915C, and C509T gene polymorphisms with rheumatoid arthritis risk.""}"
195,"{""article_jcreated_at"": ""1/14/12""}","{""article_jcreated_at"": ""1/14/12""}"
196,"{""article_jcreated_at"": ""1/1/93""}","{""article_jcreated_at"": ""1/93""}"
197,"{""article_jcreated_at"": ""1/2/01""}","{""article_jcreated_at"": ""1/2/01""}"
198,"{""article_jissue"": ""-1""}","{""article_jissue"": ""-1""}"
199,"{""article_jcreated_at"": ""1/1/92""}","{""article_jcreated_at"": ""1/92/01""}"
200,"{""article_jcreated_at"": ""1/9/01""}","{""article_jcreated_at"": ""1/9/01""}"
201,"{""article_jcreated_at"": ""1/14/01""}","{""article_jcreated_at"": ""1/14/01""}"
202,"{""article_jcreated_at"": ""1/13/10""}","{""article_jcreated_at"": ""1/13/10""}"
203,"{""article_jcreated_at"": ""1/14/01""}","{""article_jcreated_at"": ""1/14/01""}"
204,"{""article_jvolumn"": ""-1""}","{""article_jvolumn"": ""-1""}"
205,"{""article_jissue"": ""-1""}","{""article_jissue"": ""-1""}"
206,"{""author_list"": ""{\""Michiel A J Kompier\"",\""Etty G A Wielenga-Meijer\"",\""Dani_l H J Wigboldus\"",\""Toon W Taris\""}""}","{""author_list"": ""{\""Michiel A J Kompier\"",\""Etty G A Wielenga-Meijer\"",\""Danil H J Wigboldus\"",\""Toon W Taris\""}""}"
207,"{""article_jcreated_at"": ""1/7/01""}","{""article_jcreated_at"": ""1/7/01""}"
208,"{""article_jcreated_at"": ""1/12/01""}","{""article_jcreated_at"": ""1/12/01""}"
209,"{""article_jcreated_at"": ""1/12/01""}","{""article_jcreated_at"": ""1/12/01""}"
210,"{""article_jcreated_at"": ""1/10/01""}","{""article_jcreated_at"": ""1/10/01""}"
211,"{""article_jcreated_at"": ""1/12/01""}","{""article_jcreated_at"": ""1/12/01""}"
212,"{""article_jcreated_at"": ""1/13/01""}","{""article_jcreated_at"": ""1/13/01""}"
213,"{""article_jcreated_at"": ""1/9/01""}","{""article_jcreated_at"": ""1/9/01""}"
214,"{""article_jcreated_at"": ""1/6/03""}","{""article_jcreated_at"": ""1/6/03""}"
215,"{""article_jcreated_at"": ""2/6/08""}","{""article_jcreated_at"": ""2/6/08""}"
216,"{""article_jcreated_at"": ""1/12/01""}","{""article_jcreated_at"": ""1/12/01""}"
217,"{""article_jcreated_at"": ""1/9/01""}","{""article_jcreated_at"": ""1/9/01""}"
218,"{""article_jvolumn"": ""-1""}","{""article_jvolumn"": ""-1""}"
219,"{""article_jissue"": ""-1""}","{""article_jissue"": ""-1""}"
220,"{""article_jcreated_at"": ""8/13/14""}","{""article_jcreated_at"": ""13/14/08""}"
221,"{""article_jissue"": ""-1""}","{""article_jissue"": ""-1""}"
222,"{""article_jcreated_at"": ""1/12/01""}","{""article_jcreated_at"": ""1/12/01""}"
223,"{""article_jcreated_at"": ""1/14/07""}","{""article_jcreated_at"": ""1/14/07""}"
224,"{""author_list"": ""{\""John M O__Callaghan\"",\""Robert D Morgan\"",\""Peter J Morris\"",\""Simon R Knight\""}""}","{""author_list"": ""{\""John M O_Callaghan\"",\""Robert D Morgan\"",\""Peter J Morris\"",\""Simon R Knight\""}""}"
225,"{""article_jcreated_at"": ""1/4/04""}","{""article_jcreated_at"": ""1/4/04""}"
226,"{""article_jissue"": ""-1""}","{""article_jissue"": ""-1""}"
227,"{""article_jcreated_at"": ""1/14/12""}","{""article_jcreated_at"": ""1/14/12""}"
228,"{""article_jcreated_at"": ""1/13/01""}","{""article_jcreated_at"": ""1/13/01""}"
229,"{""article_jcreated_at"": ""1/7/07""}","{""article_jcreated_at"": ""1/7/07""}"
230,"{""article_jcreated_at"": ""1/6/01""}","{""article_jcreated_at"": ""1/6/01""}"
231,"{""article_jcreated_at"": ""1/13/01""}","{""article_jcreated_at"": ""1/13/01""}"
232,"{""article_jcreated_at"": ""1/13/01""}","{""article_jcreated_at"": ""1/13/01""}"
233,"{""article_jcreated_at"": ""1/1/95""}","{""article_jcreated_at"": ""1/95""}"
234,"{""article_jvolumn"": ""-1""}","{""article_jvolumn"": ""-1""}"
235,"{""article_jissue"": ""1""}","{""article_jissue"": ""-1""}"
236,"{""article_jcreated_at"": ""10/15/09""}","{""article_jcreated_at"": ""10/15/09""}"
237,"{""article_jcreated_at"": ""1/11/03""}","{""article_jcreated_at"": ""1/11/03""}"
238,"{""article_jcreated_at"": ""1/1/94""}","{""article_jcreated_at"": ""1/94""}"
239,"{""article_jcreated_at"": ""1/2/01""}","{""article_jcreated_at"": ""1/2/01""}"
240,"{""article_jcreated_at"": ""1/12/10""}","{""article_jcreated_at"": ""1/12/10""}"
241,"{""article_jcreated_at"": ""1/12/01""}","{""article_jcreated_at"": ""1/12/01""}"
242,"{""article_jcreated_at"": ""1/1/93""}","{""article_jcreated_at"": ""1/93/01""}"
243,"{""article_jcreated_at"": ""1/8/01""}","{""article_jcreated_at"": ""1/8/01""}"
244,"{""article_jcreated_at"": ""1/10/01""}","{""article_jcreated_at"": ""1/10/01""}"
245,"{""article_jcreated_at"": ""1/6/01""}","{""article_jcreated_at"": ""1/6/01""}"
246,"{""article_jcreated_at"": ""11/1/98""}","{""article_jcreated_at"": ""1/98/11""}"
247,"{""article_jcreated_at"": ""1/1/99""}","{""article_jcreated_at"": ""1/99/01""}"
