,output,predict
142,"{""type"": ""age""}","{""type"": ""age""}"
143,"{""type"": ""team""}","{""type"": ""team""}"
144,"{""type"": ""description""}","{""type"": ""description""}"
145,"{""type"": ""name""}","{""type"": ""name""}"
146,"{""type"": ""weight""}","{""type"": ""weight""}"
147,"{""type"": ""state""}","{""type"": ""state""}"
148,"{""type"": ""name""}","{""type"": ""name""}"
149,"{""type"": ""code""}","{""type"": ""code""}"
150,"{""type"": ""name""}","{""type"": ""name""}"
151,"{""type"": ""name""}","{""type"": ""name""}"
152,"{""type"": ""name""}","{""type"": ""name""}"
153,"{""type"": ""name""}","{""type"": ""name""}"
154,"{""type"": ""name""}","{""type"": ""name""}"
155,"{""type"": ""team""}","{""type"": ""teamname""}"
156,"{""type"": ""year""}","{""type"": ""year""}"
157,"{""type"": ""year""}","{""type"": ""year""}"
158,"{""type"": ""name""}","{""type"": ""name""}"
159,"{""type"": ""result""}","{""type"": ""result""}"
160,"{""type"": ""state""}","{""type"": ""state""}"
161,"{""type"": ""state""}","{""type"": ""state""}"
162,"{""type"": ""state""}","{""type"": ""state""}"
163,"{""type"": ""state""}","{""type"": ""state""}"
164,"{""type"": ""state""}","{""type"": ""state""}"
165,"{""type"": ""city""}","{""type"": ""city""}"
166,"{""type"": ""city""}","{""type"": ""city""}"
167,"{""type"": ""city""}","{""type"": ""city""}"
168,"{""type"": ""city""}","{""type"": ""city""}"
169,"{""type"": ""city""}","{""type"": ""city""}"
170,"{""type"": ""city""}","{""type"": ""city""}"
171,"{""type"": ""name""}","{""type"": ""name""}"
172,"{""type"": ""team""}","{""type"": ""team""}"
173,"{""type"": ""description""}","{""type"": ""description""}"
174,"{""type"": ""weight""}","{""type"": ""weight""}"
175,"{""type"": ""location""}","{""type"": ""location""}"
176,"{""type"": ""city""}","{""type"": ""city""}"
177,"{""type"": ""city""}","{""type"": ""city""}"
178,"{""type"": ""city""}","{""type"": ""city""}"
179,"{""type"": ""city""}","{""type"": ""city""}"
180,"{""type"": ""city""}","{""type"": ""city""}"
181,"{""type"": ""city""}","{""type"": ""city""}"
182,"{""type"": ""result""}","{""type"": ""result""}"
183,"{""type"": ""age""}","{""type"": ""age""}"
184,"{""type"": ""artist""}","{""type"": ""album""}"
185,"{""type"": ""location""}","{""type"": ""location""}"
186,"{""type"": ""position""}","{""type"": ""position""}"
187,"{""type"": ""name""}","{""type"": ""name""}"
188,"{""type"": ""city""}","{""type"": ""city""}"
189,"{""type"": ""description""}","{""type"": ""description""}"
190,"{""type"": ""name""}","{""type"": ""name""}"
191,"{""type"": ""name""}","{""type"": ""name""}"
192,"{""type"": ""description""}","{""type"": ""description""}"
193,"{""type"": ""weight""}","{""type"": ""weight""}"
194,"{""type"": ""description""}","{""type"": ""description""}"
195,"{""type"": ""team""}","{""type"": ""teamname""}"
196,"{""type"": ""rank""}","{""type"": ""rank""}"
197,"{""type"": ""name""}","{""type"": ""name""}"
198,"{""type"": ""position""}","{""type"": ""position""}"
199,"{""type"": ""category""}","{""type"": ""category""}"
200,"{""type"": ""country""}","{""type"": ""country""}"
201,"{""type"": ""name""}","{""type"": ""name""}"
202,"{""type"": ""symbol""}","{""type"": ""symbol""}"
203,"{""type"": ""weight""}","{""type"": ""weight""}"
204,"{""type"": ""position""}","{""type"": ""position""}"
205,"{""type"": ""category""}","{""type"": ""category""}"
206,"{""type"": ""rank""}","{""type"": ""rank""}"
207,"{""type"": ""rank""}","{""type"": ""rank""}"
208,"{""type"": ""rank""}","{""type"": ""rank""}"
209,"{""type"": ""rank""}","{""type"": ""rank""}"
210,"{""type"": ""rank""}","{""type"": ""rank""}"
211,"{""type"": ""status""}","{""type"": ""status""}"
212,"{""type"": ""year""}","{""type"": ""year""}"
213,"{""type"": ""year""}","{""type"": ""year""}"
214,"{""type"": ""year""}","{""type"": ""year""}"
215,"{""type"": ""year""}","{""type"": ""year""}"
216,"{""type"": ""year""}","{""type"": ""year""}"
217,"{""type"": ""artist""}","{""type"": ""artist""}"
218,"{""type"": ""result""}","{""type"": ""result""}"
219,"{""type"": ""description""}","{""type"": ""description""}"
220,"{""type"": ""rank""}","{""type"": ""rank""}"
221,"{""type"": ""region""}","{""type"": ""region""}"
222,"{""type"": ""club""}","{""type"": ""club""}"
223,"{""type"": ""album""}","{""type"": ""album""}"
224,"{""type"": ""notes""}","{""type"": ""notes""}"
225,"{""type"": ""year""}","{""type"": ""year""}"
226,"{""type"": ""category""}","{""type"": ""description""}"
227,"{""type"": ""weight""}","{""type"": ""weight""}"
228,"{""type"": ""weight""}","{""type"": ""weight""}"
229,"{""type"": ""album""}","{""type"": ""album""}"
230,"{""type"": ""name""}","{""type"": ""name""}"
231,"{""type"": ""age""}","{""type"": ""age""}"
232,"{""type"": ""code""}","{""type"": ""code""}"
233,"{""type"": ""notes""}","{""type"": ""notes""}"
234,"{""type"": ""location""}","{""type"": ""location""}"
235,"{""type"": ""city""}","{""type"": ""city""}"
236,"{""type"": ""position""}","{""type"": ""position""}"
237,"{""type"": ""state""}","{""type"": ""state""}"
238,"{""type"": ""club""}","{""type"": ""club""}"
239,"{""type"": ""description""}","{""type"": ""description""}"
240,"{""type"": ""status""}","{""type"": ""status""}"
241,"{""type"": ""location""}","{""type"": ""location""}"
242,"{""type"": ""age""}","{""type"": ""age""}"
243,"{""type"": ""state""}","{""type"": ""state""}"
244,"{""type"": ""team""}","{""type"": ""team""}"
245,"{""type"": ""weight""}","{""type"": ""weight""}"
246,"{""type"": ""description""}","{""type"": ""description""}"
247,"{""type"": ""rank""}","{""type"": ""rank""}"
248,"{""type"": ""year""}","{""type"": ""year""}"
249,"{""type"": ""day""}","{""type"": ""day""}"
250,"{""type"": ""description""}","{""type"": ""description""}"
251,"{""type"": ""code""}","{""type"": ""code""}"
252,"{""type"": ""age""}","{""type"": ""age""}"
253,"{""type"": ""location""}","{""type"": ""location""}"
254,"{""type"": ""artist""}","{""type"": ""name""}"
255,"{""type"": ""state""}","{""type"": ""state""}"
256,"{""type"": ""club""}","{""type"": ""club""}"
257,"{""type"": ""description""}","{""type"": ""description""}"
258,"{""type"": ""team""}","{""type"": ""team""}"
259,"{""type"": ""name""}","{""type"": ""name""}"
260,"{""type"": ""weight""}","{""type"": ""weight""}"
261,"{""type"": ""team""}","{""type"": ""team""}"
262,"{""type"": ""description""}","{""type"": ""description""}"
263,"{""type"": ""status""}","{""type"": ""status""}"
264,"{""type"": ""result""}","{""type"": ""description""}"
265,"{""type"": ""city""}","{""type"": ""city""}"
266,"{""type"": ""year""}","{""type"": ""year""}"
267,"{""type"": ""description""}","{""type"": ""description""}"
268,"{""type"": ""city""}","{""type"": ""city""}"
269,"{""type"": ""company""}","{""type"": ""company""}"
270,"{""type"": ""name""}","{""type"": ""name""}"
271,"{""type"": ""name""}","{""type"": ""name""}"
272,"{""type"": ""owner""}","{""type"": ""name""}"
273,"{""type"": ""category""}","{""type"": ""category""}"
274,"{""type"": ""code""}","{""type"": ""code""}"
275,"{""type"": ""description""}","{""type"": ""description""}"
276,"{""type"": ""city""}","{""type"": ""city""}"
277,"{""type"": ""team""}","{""type"": ""team""}"
278,"{""type"": ""notes""}","{""type"": ""notes""}"
279,"{""type"": ""location""}","{""type"": ""location""}"
280,"{""type"": ""location""}","{""type"": ""location""}"
281,"{""type"": ""location""}","{""type"": ""location""}"
282,"{""type"": ""location""}","{""type"": ""location""}"
283,"{""type"": ""location""}","{""type"": ""location""}"
284,"{""type"": ""rank""}","{""type"": ""rank""}"
285,"{""type"": ""club""}","{""type"": ""club""}"
286,"{""type"": ""position""}","{""type"": ""position""}"
287,"{""type"": ""age""}","{""type"": ""age""}"
288,"{""type"": ""company""}","{""type"": ""company""}"
289,"{""type"": ""company""}","{""type"": ""company""}"
290,"{""type"": ""state""}","{""type"": ""state""}"
291,"{""type"": ""location""}","{""type"": ""location""}"
292,"{""type"": ""location""}","{""type"": ""location""}"
293,"{""type"": ""rank""}","{""type"": ""rank""}"
294,"{""type"": ""status""}","{""type"": ""status""}"
295,"{""type"": ""state""}","{""type"": ""state""}"
296,"{""type"": ""description""}","{""type"": ""description""}"
297,"{""type"": ""status""}","{""type"": ""status""}"
298,"{""type"": ""category""}","{""type"": ""product""}"
299,"{""type"": ""status""}","{""type"": ""status""}"
300,"{""type"": ""status""}","{""type"": ""status""}"
301,"{""type"": ""name""}","{""type"": ""name""}"
302,"{""type"": ""category""}","{""type"": ""category""}"
303,"{""type"": ""description""}","{""type"": ""description""}"
304,"{""type"": ""name""}","{""type"": ""name""}"
305,"{""type"": ""age""}","{""type"": ""age""}"
306,"{""type"": ""name""}","{""type"": ""name""}"
307,"{""type"": ""age""}","{""type"": ""age""}"
308,"{""type"": ""credit""}","{""type"": ""credit""}"
309,"{""type"": ""result""}","{""type"": ""result""}"
310,"{""type"": ""city""}","{""type"": ""city""}"
311,"{""type"": ""artist""}","{""type"": ""artist""}"
312,"{""type"": ""name""}","{""type"": ""name""}"
313,"{""type"": ""type""}","{""type"": ""type""}"
314,"{""type"": ""region""}","{""type"": ""region""}"
315,"{""type"": ""location""}","{""type"": ""city""}"
316,"{""type"": ""address""}","{""type"": ""address""}"
317,"{""type"": ""description""}","{""type"": ""description""}"
318,"{""type"": ""status""}","{""type"": ""status""}"
319,"{""type"": ""code""}","{""type"": ""code""}"
320,"{""type"": ""category""}","{""type"": ""category""}"
321,"{""type"": ""rank""}","{""type"": ""rank""}"
322,"{""type"": ""type""}","{""type"": ""type""}"
323,"{""type"": ""weight""}","{""type"": ""weight""}"
324,"{""type"": ""age""}","{""type"": ""age""}"
325,"{""type"": ""age""}","{""type"": ""age""}"
326,"{""type"": ""address""}","{""type"": ""address""}"
327,"{""type"": ""description""}","{""type"": ""description""}"
328,"{""type"": ""rank""}","{""type"": ""rank""}"
329,"{""type"": ""age""}","{""type"": ""age""}"
330,"{""type"": ""birthplace""}","{""type"": ""birthplace""}"
331,"{""type"": ""year""}","{""type"": ""year""}"
332,"{""type"": ""notes""}","{""type"": ""name""}"
333,"{""type"": ""name""}","{""type"": ""name""}"
334,"{""type"": ""jockey""}","{""type"": ""jockey""}"
335,"{""type"": ""weight""}","{""type"": ""weight""}"
336,"{""type"": ""state""}","{""type"": ""state""}"
337,"{""type"": ""location""}","{""type"": ""location""}"
338,"{""type"": ""name""}","{""type"": ""name""}"
339,"{""type"": ""age""}","{""type"": ""age""}"
340,"{""type"": ""city""}","{""type"": ""city""}"
341,"{""type"": ""club""}","{""type"": ""club""}"
342,"{""type"": ""name""}","{""type"": ""name""}"
343,"{""type"": ""type""}","{""type"": ""type""}"
344,"{""type"": ""year""}","{""type"": ""year""}"
345,"{""type"": ""age""}","{""type"": ""age""}"
346,"{""type"": ""description""}","{""type"": ""description""}"
347,"{""type"": ""year""}","{""type"": ""year""}"
348,"{""type"": ""city""}","{""type"": ""city""}"
349,"{""type"": ""type""}","{""type"": ""type""}"
350,"{""type"": ""team""}","{""type"": ""team""}"
351,"{""type"": ""description""}","{""type"": ""description""}"
352,"{""type"": ""club""}","{""type"": ""club""}"
353,"{""type"": ""age""}","{""type"": ""age""}"
354,"{""type"": ""code""}","{""type"": ""code""}"
355,"{""type"": ""name""}","{""type"": ""name""}"
356,"{""type"": ""status""}","{""type"": ""status""}"
357,"{""type"": ""state""}","{""type"": ""state""}"
358,"{""type"": ""weight""}","{""type"": ""weight""}"
359,"{""type"": ""description""}","{""type"": ""description""}"
360,"{""type"": ""description""}","{""type"": ""description""}"
361,"{""type"": ""location""}","{""type"": ""city""}"
362,"{""type"": ""location""}","{""type"": ""location""}"
363,"{""type"": ""state""}","{""type"": ""state""}"
364,"{""type"": ""state""}","{""type"": ""state""}"
365,"{""type"": ""state""}","{""type"": ""state""}"
366,"{""type"": ""state""}","{""type"": ""state""}"
367,"{""type"": ""state""}","{""type"": ""state""}"
368,"{""type"": ""description""}","{""type"": ""description""}"
369,"{""type"": ""name""}","{""type"": ""name""}"
370,"{""type"": ""code""}","{""type"": ""code""}"
371,"{""type"": ""rank""}","{""type"": ""rank""}"
372,"{""type"": ""status""}","{""type"": ""status""}"
373,"{""type"": ""description""}","{""type"": ""description""}"
374,"{""type"": ""rank""}","{""type"": ""year""}"
375,"{""type"": ""team""}","{""type"": ""team""}"
376,"{""type"": ""name""}","{""type"": ""name""}"
377,"{""type"": ""name""}","{""type"": ""name""}"
378,"{""type"": ""name""}","{""type"": ""name""}"
379,"{""type"": ""name""}","{""type"": ""name""}"
380,"{""type"": ""name""}","{""type"": ""name""}"
381,"{""type"": ""description""}","{""type"": ""description""}"
382,"{""type"": ""class""}","{""type"": ""class""}"
383,"{""type"": ""team""}","{""type"": ""team""}"
384,"{""type"": ""team""}","{""type"": ""team""}"
385,"{""type"": ""team""}","{""type"": ""team""}"
386,"{""type"": ""team""}","{""type"": ""team""}"
387,"{""type"": ""team""}","{""type"": ""team""}"
388,"{""type"": ""age""}","{""type"": ""age""}"
389,"{""type"": ""age""}","{""type"": ""age""}"
390,"{""type"": ""age""}","{""type"": ""age""}"
391,"{""type"": ""age""}","{""type"": ""age""}"
392,"{""type"": ""age""}","{""type"": ""age""}"
393,"{""type"": ""city""}","{""type"": ""city""}"
394,"{""type"": ""name""}","{""type"": ""name""}"
395,"{""type"": ""code""}","{""type"": ""code""}"
396,"{""type"": ""weight""}","{""type"": ""weight""}"
397,"{""type"": ""name""}","{""type"": ""name""}"
398,"{""type"": ""code""}","{""type"": ""code""}"
399,"{""type"": ""status""}","{""type"": ""status""}"
400,"{""type"": ""name""}","{""type"": ""name""}"
401,"{""type"": ""city""}","{""type"": ""city""}"
402,"{""type"": ""city""}","{""type"": ""city""}"
403,"{""type"": ""city""}","{""type"": ""city""}"
404,"{""type"": ""city""}","{""type"": ""city""}"
405,"{""type"": ""city""}","{""type"": ""city""}"
406,"{""type"": ""year""}","{""type"": ""year""}"
407,"{""type"": ""age""}","{""type"": ""age""}"
408,"{""type"": ""weight""}","{""type"": ""weight""}"
409,"{""type"": ""position""}","{""type"": ""jockey""}"
410,"{""type"": ""city""}","{""type"": ""city""}"
411,"{""type"": ""position""}","{""type"": ""position""}"
412,"{""type"": ""age""}","{""type"": ""age""}"
413,"{""type"": ""year""}","{""type"": ""year""}"
414,"{""type"": ""rank""}","{""type"": ""rank""}"
415,"{""type"": ""year""}","{""type"": ""year""}"
416,"{""type"": ""year""}","{""type"": ""year""}"
417,"{""type"": ""age""}","{""type"": ""age""}"
418,"{""type"": ""symbol""}","{""type"": ""symbol""}"
419,"{""type"": ""type""}","{""type"": ""type""}"
420,"{""type"": ""age""}","{""type"": ""age""}"
421,"{""type"": ""category""}","{""type"": ""category""}"
422,"{""type"": ""category""}","{""type"": ""category""}"
423,"{""type"": ""name""}","{""type"": ""name""}"
424,"{""type"": ""name""}","{""type"": ""name""}"
425,"{""type"": ""club""}","{""type"": ""club""}"
426,"{""type"": ""name""}","{""type"": ""name""}"
427,"{""type"": ""country""}","{""type"": ""country""}"
428,"{""type"": ""description""}","{""type"": ""description""}"
429,"{""type"": ""year""}","{""type"": ""year""}"
430,"{""type"": ""status""}","{""type"": ""status""}"
431,"{""type"": ""location""}","{""type"": ""location""}"
432,"{""type"": ""artist""}","{""type"": ""artist""}"
433,"{""type"": ""name""}","{""type"": ""name""}"
434,"{""type"": ""description""}","{""type"": ""description""}"
435,"{""type"": ""location""}","{""type"": ""city""}"
436,"{""type"": ""duration""}","{""type"": ""duration""}"
437,"{""type"": ""result""}","{""type"": ""result""}"
438,"{""type"": ""rank""}","{""type"": ""rank""}"
439,"{""type"": ""age""}","{""type"": ""age""}"
440,"{""type"": ""country""}","{""type"": ""team""}"
441,"{""type"": ""age""}","{""type"": ""age""}"
442,"{""type"": ""sex""}","{""type"": ""sex""}"
443,"{""type"": ""weight""}","{""type"": ""weight""}"
444,"{""type"": ""artist""}","{""type"": ""artist""}"
445,"{""type"": ""notes""}","{""type"": ""description""}"
446,"{""type"": ""club""}","{""type"": ""club""}"
447,"{""type"": ""description""}","{""type"": ""description""}"
448,"{""type"": ""age""}","{""type"": ""age""}"
449,"{""type"": ""description""}","{""type"": ""description""}"
450,"{""type"": ""city""}","{""type"": ""city""}"
451,"{""type"": ""name""}","{""type"": ""name""}"
452,"{""type"": ""code""}","{""type"": ""code""}"
453,"{""type"": ""name""}","{""type"": ""name""}"
454,"{""type"": ""year""}","{""type"": ""year""}"
455,"{""type"": ""description""}","{""type"": ""description""}"
456,"{""type"": ""code""}","{""type"": ""code""}"
457,"{""type"": ""type""}","{""type"": ""type""}"
458,"{""type"": ""year""}","{""type"": ""year""}"
459,"{""type"": ""gender""}","{""type"": ""gender""}"
460,"{""type"": ""state""}","{""type"": ""state""}"
461,"{""type"": ""teamname""}","{""type"": ""teamname""}"
462,"{""type"": ""artist""}","{""type"": ""artist""}"
463,"{""type"": ""state""}","{""type"": ""state""}"
464,"{""type"": ""age""}","{""type"": ""age""}"
465,"{""type"": ""status""}","{""type"": ""status""}"
466,"{""type"": ""county""}","{""type"": ""county""}"
467,"{""type"": ""county""}","{""type"": ""county""}"
468,"{""type"": ""county""}","{""type"": ""county""}"
469,"{""type"": ""county""}","{""type"": ""county""}"
470,"{""type"": ""county""}","{""type"": ""county""}"
471,"{""type"": ""status""}","{""type"": ""status""}"
472,"{""type"": ""description""}","{""type"": ""description""}"
473,"{""type"": ""state""}","{""type"": ""state""}"
474,"{""type"": ""description""}","{""type"": ""description""}"
475,"{""type"": ""status""}","{""type"": ""status""}"
476,"{""type"": ""weight""}","{""type"": ""weight""}"
477,"{""type"": ""name""}","{""type"": ""name""}"
478,"{""type"": ""status""}","{""type"": ""status""}"
479,"{""type"": ""notes""}","{""type"": ""notes""}"
480,"{""type"": ""rank""}","{""type"": ""year""}"
481,"{""type"": ""code""}","{""type"": ""code""}"
482,"{""type"": ""country""}","{""type"": ""country""}"
483,"{""type"": ""city""}","{""type"": ""city""}"
484,"{""type"": ""elevation""}","{""type"": ""elevation""}"
485,"{""type"": ""album""}","{""type"": ""album""}"
486,"{""type"": ""description""}","{""type"": ""description""}"
487,"{""type"": ""name""}","{""type"": ""name""}"
488,"{""type"": ""name""}","{""type"": ""name""}"
489,"{""type"": ""name""}","{""type"": ""name""}"
490,"{""type"": ""name""}","{""type"": ""name""}"
491,"{""type"": ""name""}","{""type"": ""name""}"
492,"{""type"": ""state""}","{""type"": ""state""}"
493,"{""type"": ""symbol""}","{""type"": ""symbol""}"
494,"{""type"": ""year""}","{""type"": ""year""}"
495,"{""type"": ""name""}","{""type"": ""name""}"
496,"{""type"": ""location""}","{""type"": ""location""}"
497,"{""type"": ""age""}","{""type"": ""age""}"
498,"{""type"": ""club""}","{""type"": ""club""}"
499,"{""type"": ""location""}","{""type"": ""location""}"
500,"{""type"": ""type""}","{""type"": ""type""}"
501,"{""type"": ""name""}","{""type"": ""name""}"
502,"{""type"": ""description""}","{""type"": ""description""}"
503,"{""type"": ""code""}","{""type"": ""code""}"
504,"{""type"": ""album""}","{""type"": ""album""}"
505,"{""type"": ""name""}","{""type"": ""name""}"
506,"{""type"": ""rank""}","{""type"": ""rank""}"
507,"{""type"": ""location""}","{""type"": ""location""}"
508,"{""type"": ""teamname""}","{""type"": ""teamname""}"
509,"{""type"": ""team""}","{""type"": ""team""}"
510,"{""type"": ""country""}","{""type"": ""nationality""}"
511,"{""type"": ""name""}","{""type"": ""name""}"
512,"{""type"": ""gender""}","{""type"": ""gender""}"
513,"{""type"": ""album""}","{""type"": ""description""}"
514,"{""type"": ""company""}","{""type"": ""company""}"
515,"{""type"": ""result""}","{""type"": ""result""}"
516,"{""type"": ""name""}","{""type"": ""name""}"
517,"{""type"": ""name""}","{""type"": ""name""}"
518,"{""type"": ""age""}","{""type"": ""age""}"
519,"{""type"": ""description""}","{""type"": ""description""}"
520,"{""type"": ""location""}","{""type"": ""location""}"
521,"{""type"": ""album""}","{""type"": ""album""}"
522,"{""type"": ""weight""}","{""type"": ""weight""}"
523,"{""type"": ""age""}","{""type"": ""age""}"
524,"{""type"": ""team""}","{""type"": ""team""}"
525,"{""type"": ""name""}","{""type"": ""name""}"
526,"{""type"": ""rank""}","{""type"": ""rank""}"
527,"{""type"": ""rank""}","{""type"": ""rank""}"
