,output,predict
11,{'Output': 'mismatch'},"""238921-B21 5-Pack 10K 3.5\"" 72.8GB Hard Drive Hot-Swap 40 Pin FC-AL 2GB/s 10000RPM 1/2H (Internal) 1/2H (Internal) 1/2H (Internal) 1/"
12,{'Output': 'mismatch'},"': 'mismatch'} 

{'Entity_1': '{\""brand\"": \""Samsung\"", \""category\"": \""Hard Drive\"", \""description\"": \""Samsung 320GB 3.5 inch 7200RPM Hard Drive\"", \""subcategory\"": \""Hard Drive\"", \""sku\"": \""23413211\"", \""type\"": \""Hard Drive\"", \""title\"":"
13,{'Output': 'mismatch'},"{""Output"": ""mismatch""}"
14,{'Output': 'mismatch'},"{""brand"": ""Dell""}"
15,{'Output': 'mismatch'},"120mm\', \'sku\': \'90yv0a82m0na00, exgtx10502g\', \'type\': \'Video Card\'', \'brand\': \'Asus\'', 'Entity_2': '{\'title\': \'Asus EX-GTX1050-2G 145"
16,{'Output': 'mismatch'},"description\': \'  \""Proliant DL580 G5 487364001 8GB 2.4GHz Quad-Core Intel Xeon 128GB 64MB Cache 1066MHz\""@en Proliant Server DL580 G5 | SCAN UK@en 4873640"
17,{'Output': 'mismatch'},"52690V2 (25M Cache, 3.0 GHz) 25M Cache 3.0 GHz 125W 125W 125W 125W 125W 125W 125W 125W 125W 125W"
18,{'Output': 'match'},"2pack\', \'type\': \'2.5-inch Serial Attached SCSI (SAS) SFF 3G Dual Port Hot-Plug 10K Hard Drive\'}', 'Entity_2': '{\'title\': \'42D0421 IBM 146-GB 3G 10K 2.5 DP SAS HDD\', \'category"
19,{'Output': 'mismatch'},"\': \'16GB\', \'Brand\': \'Corsair\', \'description\': \'  ""Corsair Vengeance LPX CMK16GX4M4C3200C16 16GB 2x8GB 240-Pin DDR3 1333MHz Memory Module"", \""Null\""  ""Corsair Vengeance LP"
20,{'Output': 'mismatch'},"61-001 238921-B21-5Pack"" ""New 359461-001 HP 72.8-GB 10K FC-AL"", ""Null"" Price 359461-001 238921-B21-5Pack ""New"
21,{'Output': 'mismatch'},"akketpost 1-30 kg\': \'€ 2,50\', \'Pakketpost 1-30 kg (NL)\': \'€ 2,50\', \'Pakketpost 1-30 kg (BE)\': \'€ 2,50\', \'Pakketpost 1-30 kg (FR)\':"
22,{'Output': 'mismatch'},"\'[310590001]\', \'brand\': \'Manufacturer Part#\', \'category\': \'Null\', \'Category\': \'Proliant Server\', \'Sub-Category\': \'ML370T\', \'Generation\': \'G3\', \'Part Number\': \'310590-001\', \'Products ID"
23,{'Output': 'mismatch'},"hwtnesn\', \'description\': \'  \""WD My Cloud WDBCTL0060HWT - NAS server 6 TB\""@en-US ""Network | Laptops Outlet Direct""}'} -> match'}

{'Entity_1': '{\""brand\"": \""Apple\"", \""category\"": \""Apple Computer\"", \""description\"": \""  \""Apple 27\"" HDI 1"
24,{'Output': 'mismatch'},",-\', \'description\': \'  ""CMK32GX4M4A2400C14 Corsair Vengeance LPX 4GB 2400MHz 1.4V 1.4V 1.4V 1.4V 1.4V 1.4V 1.4V 1.4V"
25,{'Output': 'mismatch'},"': \'€ 3,95\', \'Opsturen vanaf €50,-\': \'€ 0,-\', \'description\': \'  \""WD Purple 1TB 7200RPM 3.5\"" SATA III 6Gb/s Harddisk - 1TB - 7200RPM - 3.5\"" - 6"
26,{'Output': 'mismatch'},K32GX4M2B3000C15 32GB (2x16GB) DDR4 3000MHz 288-Pin Desktop Memory Kit - Black - 1.35V - 2x16GB - 3000MHz - 1.35V - 15-17
27,{'Output': 'match'},"GB (2P Wholesale 359557-B21 Price 359557-B21\', \'subcategory\': \'\', \'sku\': \'359557b21\', \'type\': \'BL20PG2 Xeon 2.8GHz 1GB (2P) Blade\'}', 'Entity_"
28,{'Output': 'mismatch'},"{""Output"": ""match""}"
29,{'Output': 'mismatch'},453475-B21 HP Xeon L5335 2.0GHz DL140 G3 2.00GHz 4MB 65W 1333MHz 32nm Socket LGA-771 Intel Xeon L5335 2.00GHz 4MB 65W
30,{'Output': 'mismatch'},BX80660E52683V4 2.1 GHz 12 cores 24 threads 256 MB cache 100W 12500000000000000000000000000000000000000
31,{'Output': 'mismatch'},"\': \'HP CTO ONLY 4GB 2RX4 PC3-10600R-9 KI HP KI - 500658-B21 Server Memory CDWG.com\', \'category\': \'\', \'subcategory\': \'\', \'brand\': \'HP\', \'sku\': \'500658-B"
32,{'Output': 'mismatch'},"indle Speed\': \'7200 RPM\', \'description\': \'  ""HP 141941 DL320 349237-B21 80GB 7.2K 3.5 inch SATA Hard Drive 150MB/s 9ms 7200RPM 22-position Serial ATA ("
33,{'Output': 'mismatch'},"'{\""title\"": \""Intel Xeon 5339 2.40GHz 4-Core 8MB Cache 1066MHz 105W 533995-B22 Processor\"", \""category\"": \""Computers_Accessories\"", \""subcategory\"": \""Servers\"", \""brand\"": \""Intel\"", \""sku\"": \""53399"
34,{'Output': 'mismatch'},"00nm0011]\', \'brand\': \'Seagate\', \'category\': \'Drive\', \'description\': \'  \""Seagate 2TB Barracuda 3.5\"" 7200 RPM Internal Hard Drive\""@en Drive ST2000NM0011 - Filmtools\""@en  \"" \', \'title\"
35,{'Output': 'mismatch'},"HP\', \'Category\': \'Proliant Storage\', \'Sub-Category\': \'Hard Drive\', \'Generation\': \'Gen 8\', \'Part Number\': \'349237-B21\', \'Products ID\': \'459574\', \'Form Factor\': \'3.5 inch\', \'Capacity\': \'320GB"
36,{'Output': 'mismatch'},"'}"", 
'Entity_2': '{\""title\"": \""Null 306645-003 HP 72.8-GB U320 SCSI 15K\"", \""category\"": \""\"", \""subcategory\"": \""\"", \""brand\"": \""HP\"", \""sku\"": \""306645-003\"", \""type\"": \""Ultra3"
37,{'Output': 'mismatch'},"0 Green Mid Tower PC Gaming Case New Edition""@en Edition LN72032 - CA-H442W-M9 | SCAN UK""\'}'} -> match

{'Entity_1': '{\""/mpn\"": \""[fd8350frhkbox]\"", \""category\"": \""Processors\"", \""Categorie\"": \""Processors\"", \""Merk\"": \""AMD"
38,{'Output': 'mismatch'},"22244\', \'description\': \'  \""Samsung 850 EVO - solid state drive 250GB 2.5\"" (SATA III)\"" \"" Samsung 850 EVO MZ-N5E250BW Solid State Driv\', \'title\': \'Samsung 850 EVO - solid state drive 2"
39,{'Output': 'match'},"01 HP 72.8-GB 10K FC-AL 3.5 1.05\"" 10000RPM 40Pins HDD\', \'sku\': \'359461001\', \'type\': \'Hard Drive - Hot-Swap\'}', 'Entity_2': '{\'title\"
40,{'Output': 'mismatch'},"0,-\', \'description\': \'  \""WD 3TB 3000rpm 3.5 inch Hard Disk Drive 3000RPM 3.5 inch Hard Drive 3.5 inch Hard Drive 3.5 inch Hard Drive 3.5 inch Hard Drive 3.5 inch Hard Drive 3.5 inch Hard Drive 3"
41,{'Output': 'mismatch'},"2.26GHz BL680c G7 Processor\', \'category\': \'Computer Components\', \'subcategory\': \'Processors\', \'brand\': \'HP\', \'sku\': \'589073b21\', \'type\': \'Processor\', \'description\': \'  \""589073-B21 HP Xeon X"
42,{'Output': 'mismatch'},"x16GB"" Corsair Memory Kit 2x16GB 32GB 3000MHz 1.35V 288-Pin DDR4 Memory Kit 2x16GB 32GB 3000MHz 1.35V 288-Pin Corsair Vengeance LPX Black 32GB"
43,{'Output': 'mismatch'},"8GB CMU16GX4M2A2666C16R\', \'category\': \'Computer Memory\', \'subcategory\': \'DDR4 Memory\', \'brand\': \'Corsair\', \'sku\': \'2x8GB | CMU16GX4M2A2666C16R Novatech\', \'type\':"
44,{'Output': 'mismatch'},"description\': \'  \""456896-001 400GB 10K 2.5 SAS HDD\"", \""Null\"" Price 456896-001\"" \""New 456896-001 HDD Wholesale  \""De', \'title\': \'456896-0"
45,{'Output': 'mismatch'},"{""Output"": ""mismatch""}"
46,{'Output': 'mismatch'},"HP\', \'sku\': \'394793b21\', \'type\': \'PCI Express x4\', \'description\': \'  \""394793-B21 HP NC373F PCI Express Multifunction Gigabit Server Adapter\"" "" HP Adapter - 394793-B21 Ethernet Ad\'', 'Output':"
47,{'Output': 'match'},"International vanaf € 25,-\': \'€ 0,-\', \'description\': \'  ""TP-Link TL-SG1016 - 16-port managed switch"" @nl ""TP-Link TL-SG1016 - 16-port managed switch"" @en ""TP-Link TL-SG1016 - 16-port"
48,{'Output': 'mismatch'},"'{\""description\"": \""  \""492131-B21 HP Xeon E5506 2.13GHz DL380 G6\"" \""Null\""   \""Description:HP Intel Xeon E5506 DL380 G6(2.1\"", \""title\"": \""492131-B21 HP Xeon"
49,{'Output': 'mismatch'},"': \'2 x 1.5 TB SATA 7200 RPM 3.5 in Hard Drive\', \'description\': \'  \""221275-B21 221275-B21\"" \""Null\""   \""Description:221275-B21 221275-B21 22"
50,{'Output': 'mismatch'},"{""Answer"": ""match""}"
51,{'Output': 'match'},"80-KR\', \'type\': \'Description:EVGA GeForce GTX 1080 Founders Edition 8GB 3.0 1080p 1080p 1080p 1080p 1080p 1080p 1080p 1080p"
52,{'Output': 'mismatch'},"\'category\': \'Hard Drive\', \'description\': \'  \""InfiniBand 32GB 1.25\"" 1.25\"" 3.5\"" 3.5\"" 3.5\"" 3.5\"" 3.5\"" 3.5\"" 3.5\"" 3.5\"" 3.5\"""
53,{'Output': 'mismatch'},"\'128 MB\', \'description\': \'  ""233609-001 HP Enterprise 233609001 233609-001 Ultra3 SCSI Drive Array (RAID) 128 MB Cache 128MB Cache 128MB Cache 128MB Cache"
54,{'Output': 'mismatch'},\': \'10000000000000000000000000000000000000000000000000000000000000000000000000000
55,{'Output': 'mismatch'},":5 x 300GB 2.5-inch Serial Attached SCSI (SAS)SFF 3G Dual Port Hot-Plug 10K Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant\', \'sku\': [\'dg0300bahzq\', \'493083001\"
56,{'Output': 'mismatch'},"\': \'345021B21\', \'description\': \'  \""HP ProLiant BL20 G2 345021-B21 2.00 TB 1.85 GB 1.85 GB 1.85 GB 1.85 GB 1.85 GB 1.85"
57,{'Output': 'mismatch'},RFS821382477777777777777777777777777777777777777777777777777777777777777777777777
58,{'Output': 'mismatch'},"category\': \'Computers\', \'Categorie\': \'Monitoren\', \'Merk\': \'HP\', \'Product\': \'HP 2400 Series 24\"" Monitor\', \'Uitvoering\': \'24\"" 1080p 16:9 1000:1 2400 Series\', \'"
59,{'Output': 'mismatch'},"brand\': \'TP-Link\', \'Category\': \'Access Point\', \'description\': \'  \""TP-Link TL-WDN4800 1000Mbps 802.11n Wireless Range Extender\""@en 1000Mbps 802.11n Wireless Range Extender\', \'title\': \'TP-"
60,{'Output': 'mismatch'},"000 Hz (operating)\', \'description\': \'  \""Null\"" \""SV300S37A120G 120GB 3.5-inch SATA 6Gb/s Hard Drive\"", \""Null\"" Price SV300S37A120G 120GB 3.5-inch SATA 6Gb/s"
61,{'Output': 'mismatch'},"en  250GB  512MB  540MB/s  500MB/s  5 Year Warranty  4.32 oz  0.9"" H  3.2"" W  0.1"" D  SATA  850 EVO M2  250GB  5"
62,{'Output': 'mismatch'},"G5\', \'subcategory\': \'Processors\', \'sku\': [\'462711-B21\'], \'type\': \'Processor\'}', 'Entity_2': '{\'title\': \'462711-B21 HP X5450 3.0GHz ML370 G5 Processor\', \'category\':"
63,{'Output': 'mismatch'},"': \'359461007, 3594610072pack\', \'type\': \'Hard Drive Hot-Swap\' }', 'Entity_2': '{\""title\"": \""359461-007 HP 300-GB 10K FC-AL\"", \""category\"": \""Null\"", \"""
64,{'Output': 'mismatch'},"{""Output"": ""match""}"
65,{'Output': 'mismatch'},"\', \'type\': \'146GB 2.5-inch (SFF) Serial Attached SCSI (SAS) 6G Dual Port Hot-Plug 15K Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Prolian\' }', 'Entity_2': '{\""title\"": \""EH0146FAWJB HP 1"
66,{'Output': 'mismatch'},"\'Desktop\', \'description\': \'  \""CMZ16GX3M2A1600C10 16GB 2 x 8GB 10-13-10 1600MHz 240-pin Desktop Unbuffered Memory Module 240-pin 2 x 8GB 1600MHz"
67,{'Output': 'mismatch'},"1000524ns\', \'type\': \'Hard Drive\'}'} -> match}

{'Entity_1': '{\""brand\"": \""Samsung\"", \""category\"": \""HardDrive\"", \""description\"": \""  \""Samsung 3200GB 3.5 inch 7200RPM Internal Hard Drive\""@en  \""Samsung 3200"
68,{'Output': 'mismatch'},"35\', \'description\': \'  \""Corsair CM16GX4M2B3000C15 16GB (2 x 8GB) DDR4 3000 MHz 15-17-17-35 CL15 Desktop Memory\""@en \""Corsair CM16GX4M2B300"
69,{'Output': 'mismatch'},"': \'397409-B21 HP 512MB 2-Pack 240p PC2-5300 CL5 64x8 Fully Buffered ECC DDR2-667 FBDIMM\', \'type\': \'Memory\'}', 'Entity_2': '{\""title\"": \""397409-B2"
70,{'Output': 'mismatch'},"40ns2pack\'], \'type\': \'Hard Drive - Hot-Swap - Gen8\' }', 'Entity_2': '{\""title\"": \""ST31000640NS Seagate 1-TB 7.2K 3.5 SATA\"", \""category\"": \""Null\"", \""subcategory\"": \""New ST3100064"
71,{'Output': 'match'},"': \'  ""HP 500658-B21 4GB (1 x 4GB) DDR3 1333MHz PC3-10600R-9 240-pin DIMM Memory Module 1333MHz (PC3-10600R-9) 4GB (1 x 4"
72,{'Output': 'match'},"630ns-2Pack\', \'type\': \'New ST3500630NS SA 2 Pack Wholesale\'}', 'Entity_2': '{\""title\"": \""ST3500630NS Seagate 500-GB 7.2K 3.5 3G SATA\"", \""category\"": \""StorageWorks\"", \"""
73,{'Output': 'mismatch'},"eg0146fartr\', \'type\': \'Hard Drive - Hot-Swap\'}', 'Entity_2': '{\""title\"": \""HP 146GB 10K 2.5\"" 6G SAS Drive\"", \""category\"": \""Hard Drive - Hot-Swap\"", \""subcategory\"": \""10K\"", \""brand\"": \""HP\"", \""sku"
74,{'Output': 'match'},"rijzen \""@NL Tweakers\""@NL\', \'category\': \'', \'subcategory\': \'\' , \'brand\': \'AMD\', \'sku\': \'amda67400\', \'type\': \'\' , \'description\': \'  \""AMD A6-7400K Boxed - Prijzen \""@NL Tweakers\""@"
75,{'Output': 'mismatch'},"250GB SATA SSD Solid State Drive\', \'sku\': [\'mzn5e250bw\', \'mzn5e250bw\'], \'type\': \'Solid-State Drive (Internal) - M.2 2280\'', 'Entity_2': '{\""title\"": \""Samsung 250GB 850 E"
76,{'Output': 'mismatch'},"-GB 5.4K 2.5 SATA 2.5-Inch Hard Drive 120GB 120GB 2.5-Inch 1/8H 5.4K 150MB/s 15ms 5400RPM\', \'subcategory\': \'431786-B21 2"
77,{'Output': 'mismatch'},"\': \'141941DL320HardDrives\', \'Capacity\': \'236GB\', \'Interface Type\': \'SATA\', \'Spindle Speed\': \'7200RPM\', \'price\': \'""USD\"", \""$125.95\""', \'description\': \'  \""349237"
78,{'Output': 'mismatch'},"‡\': \'[email protected]\', \'Max Resolution (DVI)‡\': \'[email protected]\', \'Max Resolution (HDMI 2.0)‡\': \'[email protected]\', \'Max Resolution (DisplayPort 1.4)‡\': \'[email protected]\', \'Max Resolution (eDP)‡\': \'[email protected]\"
79,{'Output': 'mismatch'},"]\', \'category\': \'Accessories\', \'subcategory\': \'Cables\', \'brand\': \'3M\', \'description\': \'  \""3M 3213000C15 3213000C15 3213000C15 3213000C15"
80,{'Output': 'mismatch'},"': \'Hard Drive\', \'Sub-Category\': \'SATA\', \'Form Factor\': \'2.5 inch\', \'Capacity\': \'250GB\', \'Interface Type\': \'SATA\', \'Rotational Speed\': \'5400RPM\', \'Data Transfer Rate\': \'3.0GB/s\', \'description\': \'  \""HP"
81,{'Output': 'mismatch'},"2K Hard Drive - Hot-Swap - Gen8\'', 'Entity_2': '{\""title\"": \""628061-S21 3.5 inch 7.2K 3000GB SATA 6G 3-TB Hard Drive - Hot-Swap - Gen8\"", \""category\"": \""Hard Drive - Hot-Swap - Gen8\"","
82,{'Output': 'mismatch'},"MDL) SATA SSD 572071-B21"", ""Null""  ""572071-B21 HP 60-GB 2.5 MDL SATA SSD"", ""Null""  ""572071-B21 HP 60-GB 2.5 MDL SATA SSD"", ""Null""  ""5"
83,{'Output': 'match'},".m. € 0,-)\': \'€ 0,-\', \'Pakketpost (vanaf € 20,-)\': \'€ 0,-\', \'Pakketpost (vanaf € 20,- i.c.m. € 0,-)\': \'€ 0,-\', \'Pakketpost (vanaf € 20,- i.c.m"
84,{'Output': 'mismatch'},"0008ww\', \'type\': \'Computer Fan\'}', 'Entity_2': '{\'title\': \'APC 120mm 1200000000000000000000000000000000000000000000"
85,{'Output': 'mismatch'},"Wholesale Price 750GB 7.2K 3.5 6G SP SATA"", \""Description:10 x HPE 750GB 3.5-inch 7.2K Midline MSA 2 SATA Hard Drive for StorageWorks systems\"", \""Description:10 x HPE 750GB 3.5-inch 7."
86,{'Output': 'match'},"94-B21 HP 146-GB 15K 3.5 SP SAS\', \'subcategory\': \'Price\', \'sku\': \'432094b212pack\', \'type\': \'5 Pack Wholesale\'}', 'Entity_2': '{\'title\': \'432094-B21 HP"
87,{'Output': 'mismatch'},"subcategory\': \'\', \'brand\': \'New 417190-002 HDD Wholesale\', \'sku\': \'417190002\', \'type\': \'Description:72GB 3.5-inch Serial Attached SCSI (SAS) Dual Port Hot-Plug 15K Hard Disk Drive\'}', 'Output"
88,{'Output': 'mismatch'},"0]\', \'category\': \'Processor\', \'Categorie\': \'Processors\', \'Merk\': \'Intel\', \'Productserie\': \'Core i7\', \'Product\': \'Intel Core i7-7400K\', \'Uitvoering\': \'Boxed\', \'EAN\': \'6759013648"
89,{'Output': 'mismatch'},"Drive - Internal\' }', 'Entity_2': '{\""title\"": \""456896-001 HP 400-GB 10K 3.5 DP SAS HDD\"", \""category\"": \""Storage\"", \""subcategory\"": \""Hard Drives\"", \""brand\"": \""HPE\"", \""sku\"": \""456896001\"","
90,{'Output': 'mismatch'},"brand\': \'HP\', \'sku\': \'658071b2110pack\', \'type\': \'Hard Drive - Hot-Swap - Gen8\', \'description\': \'  ""DISCO DURO INTERNO HDD HP PROLIANT"" ""HP 658071-B21 500GB 6G SATA"
91,{'Output': 'mismatch'},"kg\', \'Categorie\': \'Hardeschijven\', \'Merk\': \'Western Digital\', \'Productserie\': \'WD Black\', \'Product\': \'Western Digital WD Black 3TB 3000RPM 3.5 inch SATA III 6Gb/s Hardeschijf\', \'Uitvoering\': \'3.5 inch SATA III"
92,{'Output': 'mismatch'},"{""Output"": ""match""}"
93,{'Output': 'mismatch'},ston 4GB 3.3V 1.5V 1.8V 2.5V 3.3V 1.8V 2.5V 3.3V 1.8V 2.5V 3.3V 1.8V 2.5V 3.3V 1.8V
94,{'Output': 'mismatch'},"black 16GB 288-pin 2x8GB 1600MHz DDR3 1.5V\', \'Uitvoering\': \'2x8GB 1600MHz DDR3 1.5V\', \'EAN\': \'0740617256550\', \'SKU\': \'"
95,{'Output': 'mismatch'},"712001b\', \'Tweakers ID\': \'458093\', \'description\': \'  \""HP 404712-001 146,8GB U320 SCSI 15K HDD - Vraag & Aanbod \""@NL Tweakers\""@NL\', \'Gehe"
96,{'Output': 'mismatch'},"Laptop\""  ""Corsair Memory 4GB DDR3 SO-DIMM PC3-10666 (1333) Dual Channel Laptop""}'} -> match}

{'Entity_1': '{\""/mpn\"": \""[cmv4gx3m2a1333c9]\"", \""category\"": \""Desktop\"", \""Error Checking\"": \""Non-E"
97,{'Output': 'match'},"{""Answer"": ""match""}"
98,{'Output': 'mismatch'},"\'Interface\': \'PCI-E 3.0 x16\', \'description\': \'  \""GIGABYTE GeForce GTX 1060 1771 MHz 6GB 8008 GDDR5 PCI-E 3.0 DVI/HDMI/3XDP Mini-ITX Video Card\"" \""GIGABYTE GeForce GTX 1"
99,{'Output': 'match'},"169-002\', \'type\': \'Hard Drive - Hot-Swap\', \'description\': \'  \""430169-002 HP 72-GB 3G 15K 2.5 DP SAS HDD\""   \""Description:72GB 2.5-inch Serial Attached SCSI (SAS) SFF3"
100,{'Output': 'mismatch'},"G1016 16 Port 10/100/1000 Mbps Gigabit Unmanaged Switch 1U Rack Mountable Black\', \'category\': \'Network_Accessories\', \'description\': \'  \""TP-Link TL-SG1016 16Port 10/100/1000Mbps"
101,{'Output': 'mismatch'},"New 287497-B21 PC2100 Wholesale  ""D\', \'price\': \'""CAD"", ""$90.94 CAD""\', \'Storage Capacity\': \'1GB ( 2 x 512KB )\', \'Technology\': \'DDR SDRAM\', \'Form Factor\': \'DIMM 184-pin\',"
102,{'Output': 'mismatch'},"46fartr\', \'type\': \'2.5-inch Serial Attached SCSI (SAS) SFF 6G Dual Port Hot-Plug 10K Hard Drive\', \'description\': \'  \""EG0146FARTR HP 146-GB 6G 10K 2.5 DP SAS HDD\""   \""Description:1"
103,{'Output': 'mismatch'},"sku\': \'LN71434\', \'type\': \'M.2 SATA SSD\', \'description\': \'  \""Intel 540s 240GB M.2 SATA SSD/Solid State Drive with 256bit AES\""@en AES LN71434 - SSDSCKKW240H6X1\'}"
104,{'Output': 'mismatch'},"Products ID\': \'144373\', \'Type\': \'Hard Drive - Hot-Swap\', \'Capacity\': \'146GB\', \'Interface Type\': \'Serial Attached SCSI\', \'Spindle Speed\': \'10000RPM\', \'description\': \'  \""430165-003 HP 14"
105,{'Output': 'mismatch'},"031-B21 BL20P G2 Xeon 3.2GHz 2M (2P) Blade Server\', \'subcategory\': \'\', \'sku\': [\'359031b21\'], \'type\': \'Server\'}, {\'/sku\': \'[359031b21]\',"
106,{'Output': 'mismatch'},"', \'description\': \'  ""430169002 HP 72-GB 15K 2.5 DP SAS HDD"", ""Null"" Price 430169002"" ""New 430169002 HDD Whol\', \'title\': \'430169002"
107,{'Output': 'mismatch'},"Nederland\': \'€ 0,-\', \'description\': \'  \""Intel Xeon E5-2683 v4 2.7GHz 24C/48T 128GB 2.7GHz 24C/48T 128GB\"" ""Intel Xeon E5-2683 v4 2"
108,{'Output': 'mismatch'},"ketpost vanaf € 10,-\': \'€ 0,-\', \'description\': \'  \""Intel Pentium G4560 3.33 GHz 4 MB Cache 3.33 GHz 4 MB Cache 3.33 GHz 4 MB Cache 3.33 GHz 4 MB Cache 3.33 GHz 4"
109,{'Output': 'mismatch'},"{""Output"": ""mismatch""}"
110,{'Output': 'mismatch'},"\': \'7.2K\', \'Generation\': \'SATA\', \'Part Number\': \'ST31000640NS-5Pack\', \'Products ID\': \'466122\', \'Hot Swap Tray\': \'Not Included\', \'Capacity\': \'1TB\', \'Form Factor\': \'3.5 inches x 1"
111,{'Output': 'mismatch'},"\'  \""TP-Link TL-SG1016DE\""@en, \""TP-Link TL-SG1016DE\""@en, \""TP-Link TL-SG16\""@en, \""TP-Link TL-SG1016DE\""@en, \""TP-Link TL-SG1016DE\""@en, \"""
112,{'Output': 'mismatch'},"\': \'Price 394793-B21\', \'brand\': \'HP\', \'sku\': \'394793b21\', \'type\': \'PCI Express 1 Gbps Network Adapter\', \'description\': \'  \""394793-B21 HP 1 Gbps PCI-E 3.0 GB/s"
113,{'Output': 'mismatch'},"600)\', \'description\': \'  \""32GB Corsair CMK32GX4M2B3200C16 2400MHz DDR4 32GB 2x16GB Desktop Memory Kit 2400MHz 2400 MHz 2400 MHz 2400 MHz 2"
114,{'Output': 'mismatch'},"description\': \'  ""230534-B21 HP 40-GB 7.2K 2.5 DP SATA 100MBps 40 Pin IDC 100MBps 2.5 inch Hard Drive"", ""Null"" 2.5 inch Hard Drive 40GB 7.2K 100"
115,{'Output': 'mismatch'},"03 1TB 7.2K 3.5 6G SATA 64MB Cache 3.5\"" 7200 RPM SATA III 1TB 6Gbps 64MB Cache 3.5\"" 7200 RPM SATA III 1TB 6Gbps 64MB Cache 3.5\"" 7"
116,{'Output': 'match'},"05 5Pack\"" SATA 5 Pack Wh', \'title\': \'359461005 72.8-GB 10K FC-AL 3.5 2GB/s\', \'subcategory\': \'5 Pack\', \'sku\': \'3594610055pack\', \'type\': \'Storage"
117,{'Output': 'mismatch'},Server 400 MHz 4GB Max RAM 1P 10000000000000000000000000000000000000000000000000000000000000000
118,{'Output': 'mismatch'},"{""Output"": ""match""}"
119,{'Output': 'match'},"': \'may2073rc\', \'type\': \'Hard Drive\'}', 'Entity_2': '{\'title\': \'Fujitsu 10K 73GB 2.5 inch SAS HDD - 2 Pack\', \'category\': \'Hard Drives\', \'subcategory\': \'SAS\', \'brand\': \'Fujitsu\', \'"
120,{'Output': 'mismatch'},"- DDR2 4 GB : 2 x DIMM 240-pin\"" 240-pin 2 x DIMM 4 GB 240-pin 2 x DIMM 4 GB 240-pin 2 x DIMM 4 GB 240-pin 2 x DIMM 4 GB 240-pin 2 x DIMM"
121,{'Output': 'mismatch'},"""454141-002 HP 500-GB 1.5G 7.2K 3.5 NHP SATA"", ""Null"" ""New 454141-002 SATA 2 Pack Wholesale Price 454141-002-2Pack\', \'title\': \'45"
122,{'Output': 'mismatch'},"MB/s\', \'Hard Drive Type\': \'Hot-swap\', \'description\': \'  \""431786-B21 HP 120-GB 5.4K 2.5 DP SATA\"" \""Null\""   \""Description:120GB 2.5 inch 5.4K Hot-Plug Hard DriveIn HPE Drive tray"
123,{'Output': 'mismatch'},"""CMZ16GX3M2A1866C10 16GB 240-Pin DDR3 1866 MHz Memory Module 2x8GB 1.5V Non-ECC UDIMM 10-11-10-30 CAS Latency 1.5V Heat Sink Heat Spreader XMP"
124,{'Output': 'mismatch'},"\', \'description\': \'  \""Asus Crosshair V Formula-Z 90-MIBJ70-G0EAY0VZ\"" \""Null\""  \""Asus 90-MIBJ70-G0EAY0VZ Motherboard Crosshair V Formula-Z 90-MIBJ70-G0EAY0VZ 8-Port USB"
