,output,predict
124,{'brand': 'keytronicems'},{'brand': 'acp'}
125,{'brand': 'hp'},{'brand': 'hp'}
126,{'brand': 'hp'},{'brand': 'hp'}
127,{'brand': 'battery-biz'},{'brand': 'battery-biz'}
128,{'brand': 'hawking technology'},{'brand': 'hawking technology'}
129,{'brand': 'akg'},{'brand': 'akg'}
130,{'category': 'point shoot digital cameras'},{'category': 'point shoot digital cameras'}
131,{'category': 'radar detectors'},{'category': 'radar detectors'}
132,{'brand': 'whistler radar'},{'brand': 'whistler'}
133,{'category': 'external hard drives'},{'category': 'external hard drives'}
134,{'brand': 'warpia'},{'brand': 'warpia'}
135,{'category': 'usb flash drives'},{'category': 'usb flash drives'}
136,{'category': 'tripods'},{'category': 'camera photo'}
137,{'category': 'headphones'},{'category': 'headphones'}
138,{'category': 'audio video accessories'},{'category': 'printer accessories'}
139,{'brand': 'xerox'},{'brand': 'xerox'}
140,{'brand': 'sabrent'},{'brand': 'sungale'}
141,{'category': 'switchers'},{'category': 'switchers'}
142,{'category': 'memory cards'},{'category': 'memory cards'}
143,{'brand': 'sony'},{'brand': 'sony'}
144,{'category': 'external hard drives'},{'category': 'external hard drives'}
145,{'brand': 'sapphire'},{'brand': 'sapphire'}
146,{'category': 'video converters'},{'category': 'computers accessories'}
147,{'brand': 'sabrent'},{'brand': 'sabrent'}
148,{'brand': 'rca'},{'brand': 'rca'}
149,{'category': 'cables interconnects'},{'category': 'headsets microphones'}
150,{'brand': 'raptor'},{'brand': 'raptor'}
151,{'category': 'scanners'},{'category': 'scanners'}
152,{'brand': 'plustek'},{'brand': 'plustek'}
153,{'brand': 'optoma'},{'brand': 'optoma'}
154,{'brand': 'omnimount'},{'brand': 'omnimount'}
155,{'brand': 'nikon'},{'brand': 'nikon'}
156,{'brand': 'xo vision'},{'brand': 'sonnet technologies'}
157,{'brand': 'edge'},{'brand': 'edge'}
158,{'brand': 'avery'},{'brand': 'avery'}
159,{'brand': 'xantech'},{'brand': 'xantech'}
160,{'brand': 'iphone'},{'brand': 'iphone'}
161,{'category': 'hard drive enclosures'},{'category': 'hard drive enclosures'}
162,{'category': 'computer cases'},{'category': 'computer cases'}
163,{'category': 'case fans'},{'category': 'computers accessories'}
164,{'category': 'bags cases'},{'category': 'covers skins'}
165,{'brand': 'sentry'},{'brand': 'sentry'}
166,{'category': 'computers accessories'},{'category': 'tablets'}
167,{'category': 'cd-mp3 players'},{'category': 'cd-mp3 players'}
168,{'category': 'unlocked phones'},{'category': 'unlocked phones'}
169,{'brand': 'blackberry'},{'brand': 'blackberry'}
170,{'category': 'media storage organization'},{'category': 'computers accessories'}
171,{'brand': 'antec'},{'brand': 'antec'}
172,{'category': 'camera batteries'},{'category': 'batteries chargers'}
173,{'category': 'docking stations'},{'category': 'computers accessories'}
174,{'category': 'mp3 players'},{'category': 'mp3 players'}
175,{'brand': '4inkjets'},{'brand': '4inkjets'}
176,{'brand': 'cables unlimited'},{'brand': 'cables unlimited'}
177,{'brand': 'buffalo technology'},{'brand': 'buffalo technology'}
178,{'brand': 'netgear'},{'brand': 'netgear'}
179,{'category': 'keyboards'},{'category': 'keyboards mice input devices'}
180,{'category': 'video glasses'},{'category': 'tvs'}
181,{'category': 'bd-r discs'},{'category': 'disc jewel cases'}
182,{'brand': 'dp audio video'},{'brand': 'dp audio video'}
183,{'category': 'speaker systems'},{'category': 'boomboxes'}
184,{'category': 'external hard drives'},{'category': 'external hard drives'}
185,{'brand': 'iomega'},{'brand': 'iomega'}
186,{'brand': 'intel'},{'brand': 'intel'}
187,{'brand': 'incipio'},{'brand': 'incipio'}
188,{'brand': 'iluv'},{'brand': 'iluv'}
189,{'category': 'headphones'},{'category': 'headphones'}
190,{'brand': 'iluv'},{'brand': 'iluv'}
191,{'category': 'printer finishers'},{'category': 'projection screens'}
192,{'category': 'car audio video'},{'category': 'laser printer toner'}
193,{'category': 'inkjet printer ink'},{'category': 'inkjet printer ink'}
194,{'brand': 'hp'},{'brand': 'hp'}
195,{'brand': 'hitachi'},{'brand': 'hitachi'}
196,{'brand': 'griffin technology'},{'brand': 'griffin technology'}
197,{'brand': 'opto'},{'brand': 'pureglare'}
198,{'category': 'inkjet printer ink'},{'category': 'inkjet printer ink'}
199,{'brand': 'tribeca'},{'brand': 'tribeca'}
200,{'category': 'wireless access points'},{'category': 'wireless access points'}
201,{'category': 'screen protector foils'},{'category': 'cases'}
202,{'category': 'graphics cards'},{'category': 'computers accessories'}
203,{'category': 'computer monitor mounts'},{'category': 'tv mounts'}
204,{'brand': 'tenba'},{'brand': 'tenba'}
205,{'category': 'radar detectors'},{'category': 'antennas'}
206,{'category': 'connectors adapters'},{'category': 'home security systems'}
207,{'category': 'connectors adapters'},{'category': 'audio cables'}
208,{'brand': 'sony'},{'brand': 'sony'}
209,{'category': 'camcorders'},{'category': 'camcorders'}
210,{'brand': 'skinit ( skibz )'},{'brand': 'skinit'}
211,{'category': 'camera photo'},{'category': 'remote controls'}
212,{'brand': 'scosche'},{'brand': 'scosche'}
213,{'category': 'power-cable terminals'},{'category': 'wiring harnesses'}
214,{'category': 'blank media'},{'category': 'blank media'}
215,{'category': 'no-contract phones'},{'category': 'no-contract phones'}
216,{'brand': 'samsung'},{'brand': 'samsung'}
217,{'category': 'computer accessories'},{'category': 'financial business'}
218,{'brand': 'razer'},{'brand': 'razer'}
219,{'brand': 'razer'},{'brand': 'razer'}
220,{'brand': 'post-it'},{'brand': '3m'}
221,{'brand': 'q-see'},{'brand': 'digital peripheral solutions'}
222,{'category': 'laminating supplies'},{'category': 'connectors adapters'}
223,{'brand': 'smead'},{'brand': 'universal'}
224,{'category': 'accessories supplies'},{'category': 'pdus'}
225,{'brand': 'omnimount'},{'brand': 'omnimount'}
226,{'brand': 'oki'},{'brand': 'oki'}
227,{'brand': 'nikon'},{'brand': 'nikon'}
228,{'category': 'internal hard drives'},{'category': 'internal hard drives'}
229,{'brand': 'maxell'},{'brand': 'maxell'}
230,{'brand': 'gbc'},{'brand': 'gbc'}
231,{'brand': 'fujitsu'},{'brand': 'fujitsu'}
232,{'category': 'selector boxes'},{'category': 'case fans'}
233,{'brand': 'dymo'},{'brand': 'dymo'}
234,{'brand': 'data robotics'},{'brand': 'data robotics'}
235,{'brand': 'case logic'},{'brand': 'case logic'}
236,{'category': 'wall chargers'},{'category': 'wall chargers'}
237,{'brand': 'blackberry'},{'brand': 'blackberry'}
238,{'category': 'address labels'},{'category': 'labels stickers'}
239,{'category': 'printers'},{'category': 'adapter rings'}
240,{'brand': 'acco'},{'brand': 'acco'}
241,{'brand': 'thezipkit'},{'brand': 'thezipkit'}
242,{'category': 'laptops'},{'category': 'laptops'}
243,{'brand': 'sennheiser'},{'brand': 'sennheiser'}
244,{'category': 'amplifier wiring kits'},{'category': 'wiring harnesses'}
245,{'category': 'computers accessories'},{'category': 'gps mapping software'}
246,{'brand': 'pioneer'},{'brand': 'pioneer'}
247,{'category': 'headphones'},{'category': 'headphones'}
248,{'brand': 'iluv'},{'brand': 'iluv'}
249,{'category': 'mice'},{'category': 'mice'}
250,{'category': 'unlocked phones'},{'category': 'unlocked phones'}
251,{'brand': 'plantronics'},{'brand': 'goldtouch'}
252,{'category': 'switches'},{'category': 'kvm switches'}
253,{'category': 'antitheft'},{'category': 'microphones accessories'}
254,{'brand': 'crucial'},{'brand': 'crucial'}
255,{'brand': 'crosley'},{'brand': 'crosley'}
256,{'brand': 'cooler master'},{'brand': 'cooler master'}
257,{'category': 'audio video accessories'},{'category': 'camcorders'}
258,{'category': 'surveillance cameras'},{'category': 'lighting'}
259,{'brand': 'clickfree'},{'brand': 'clickfree'}
260,{'category': 'camcorders'},{'category': 'camcorders'}
261,{'category': 'scanners'},{'category': 'scanners'}
262,{'category': 'usb flash drives'},{'category': 'usb flash drives'}
263,{'brand': 'marware'},{'brand': 'marware'}
264,{'brand': 'logitech'},{'brand': 'foscam'}
265,{'category': 'projection screens'},{'category': 'home audio theater'}
266,{'category': 'routers'},{'category': 'switches'}
267,{'brand': 'cisco'},{'brand': 'cisco'}
268,{'brand': 'jwin'},{'brand': 'iluv'}
269,{'brand': 'iomega'},{'brand': 'iomega'}
270,{'brand': 'iogear'},{'brand': 'iogear'}
271,{'brand': 'htc'},{'brand': 'htc'}
272,{'category': 'printers'},{'category': 'webcams'}
273,{'brand': 'powermat'},{'brand': 'power mat'}
274,{'category': 'chargers adapters'},{'category': 'batteries'}
275,{'brand': 'grandtec'},{'brand': 'grandtec'}
276,{'category': 'shredders'},{'category': 'shredders'}
277,{'brand': 'gbc'},{'brand': 'gbc'}
278,{'category': 'touch screen tablet accessories'},{'category': 'laptop netbook computer accessories'}
279,{'brand': 'epson'},{'brand': 'pelouze'}
280,{'brand': 'epson'},{'brand': 'epson'}
281,{'category': 'inkjet printer ink'},{'category': 'inkjet printer ink'}
282,{'brand': 'epson'},{'brand': 'epson'}
283,{'category': 'aa'},{'category': 'aa'}
284,{'category': 'projection screens'},{'category': 'projection screens'}
285,{'category': 'memory'},{'category': 'memory'}
286,{'category': 'routers'},{'category': 'routers'}
287,{'brand': 'noah company'},{'brand': 'by noah company'}
288,{'category': 'vehicle backup cameras'},{'category': 'vehicle backup cameras'}
289,{'category': 'cd-r discs'},{'category': 'cd-r discs'}
290,{'brand': 'veebeam'},{'brand': 'veebeam'}
291,{'category': 'selector boxes'},{'category': 'tv mounts'}
292,{'brand': 'v7'},{'brand': 'v7'}
293,{'brand': 'trendware'},{'brand': 'trendnet'}
294,{'category': 'computers accessories'},{'category': 'network attached storage'}
295,{'category': 'mp3 players'},{'category': 'mp3 players'}
296,{'brand': 'splash'},{'brand': 'splash'}
297,{'brand': 'sony'},{'brand': 'sony'}
298,{'category': 'headphones'},{'category': 'headphones'}
299,{'category': 'audio video accessories'},{'category': 'inkjet printer ink'}
300,{'category': 'mice'},{'category': 'mice'}
301,{'brand': 'skb'},{'brand': 'skb'}
302,{'brand': 'sennheiser'},{'brand': 'sennheiser'}
303,{'category': 'screen protectors'},{'category': 'screen protectors'}
304,{'brand': 'sandisk'},{'brand': 'sandisk'}
305,{'brand': 'samsung'},{'brand': 'samsung'}
306,{'brand': 'roocase'},{'brand': 'roocase'}
307,{'category': 'batteries'},{'category': 'batteries'}
308,{'category': 'mp3 player accessories'},{'category': 'speaker systems'}
309,{'brand': 'philips'},{'brand': 'philips'}
310,{'category': 'accessories supplies'},{'category': 'cases'}
311,{'brand': 'nokia'},{'brand': 'otterbox'}
312,{'brand': 'nix'},{'brand': 'nix'}
313,{'category': 'point shoot digital cameras'},{'category': 'point shoot digital cameras'}
314,{'brand': 'inland'},{'brand': 'inland'}
315,{'brand': 'fiskars'},{'brand': 'fiskars'}
316,{'category': 'case bag accessories'},{'category': 'cases bags'}
317,{'brand': 'canon'},{'brand': 'canon'}
318,{'category': 'tv mounts'},{'category': 'mounts'}
319,{'category': 'netbooks'},{'category': 'netbooks'}
320,{'category': 'usb flash drives'},{'category': 'networking products'}
321,{'brand': 'general electric'},{'brand': 'general electric'}
322,{'category': 'printer ink toner'},{'category': 'laser printer toner'}
323,{'category': 'cases bags'},{'category': 'cases bags'}
324,{'category': 'routers'},{'category': 'routers'}
325,{'category': 'bags cases'},{'category': 'bags cases'}
326,{'category': 'speakers'},{'category': 'speakers'}
327,{'category': 'copiers'},{'category': 'projector mounts'}
328,{'category': 'usb cables'},{'category': 'usb cables'}
329,{'brand': 'balt'},{'brand': 'balt'}
330,{'category': 'index card filing'},{'category': 'inkjet printer paper'}
331,{'brand': 'avery'},{'brand': 'avery'}
332,{'brand': 'arkon'},{'brand': 'arkon'}
333,{'brand': 'apricorn'},{'brand': 'apricorn'}
334,{'category': 'computers accessories'},{'category': 'computers accessories'}
335,{'category': 'cases'},{'category': 'cases'}
336,{'category': 'audio video accessories'},{'category': 'usb flash drives'}
337,{'brand': 'imation'},{'brand': 'hp'}
338,{'category': 'computer monitor mounts'},{'category': 'monitor arms stands'}
339,{'category': 'fiber optic cables'},{'category': 'fiber optic cables'}
340,{'category': 'memory'},{'category': 'memory'}
341,{'category': 'memory'},{'category': 'memory'}
342,{'category': 'flash accessories'},{'category': 'accessory kits'}
343,{'brand': 'clickfree'},{'brand': 'clickfree'}
344,{'category': 'point shoot digital cameras'},{'category': 'point shoot digital cameras'}
345,{'brand': 'canon'},{'brand': 'canon'}
346,{'brand': 'cables unlimited'},{'brand': 'cables unlimited'}
347,{'category': 'floppy diskettes'},{'category': 'printer accessories'}
348,{'category': 'printer accessories'},{'category': 'inkjet printer paper'}
349,{'brand': 'motorola'},{'brand': 'motorola'}
350,{'brand': 'mivizu'},{'brand': 'mivizu'}
351,{'category': 'printer staples'},{'category': 'printer staplers'}
352,{'brand': 'magnavox'},{'brand': 'magnavox'}
353,{'brand': 'griffin technology'},{'brand': 'griffin technology'}
354,{'category': 'keyboard mouse combos'},{'category': 'mice'}
355,{'brand': 'da-lite'},{'brand': 'da-lite screen'}
356,{'category': 'laser printer toner'},{'category': 'laser printer toner'}
357,{'category': 'usb flash drives'},{'category': 'blank media'}
358,{'brand': 'lacie'},{'brand': 'lacie'}
359,{'brand': 'kodak'},{'brand': 'kodak'}
360,{'category': 'dvd-r discs'},{'category': 'dvd r discs'}
361,{'category': 'faceplates'},{'category': 'cases'}
362,{'brand': 'ihome'},{'brand': 'ihome'}
363,{'category': 'mounts'},{'category': 'boating gps accessories'}
364,{'brand': 'hp'},{'brand': 'hp'}
365,{'category': 'printer ink toner'},{'category': 'laser printer toner'}
366,{'category': 'laser printer toner'},{'category': 'laser printer toner'}
367,{'category': 'inkjet printer ink'},{'category': 'inkjet printer ink'}
368,{'brand': 'fellowes'},{'brand': '3m'}
369,{'brand': 'epson'},{'brand': 'epson'}
370,{'category': 'memory card readers'},{'category': 'memory card readers'}
371,{'brand': 'edge'},{'brand': 'edge'}
372,{'category': 'routers'},{'category': 'routers'}
373,{'brand': 'xfx'},{'brand': 'xfx'}
374,{'category': 'screen protectors'},{'category': 'screen protectors'}
375,{'category': 'connectors adapters'},{'category': 'universal fm cassette adapters'}
376,{'brand': 'western digital'},{'brand': 'western digital'}
377,{'brand': 'da-lite'},{'brand': 'da-lite'}
378,{'category': 'wiring harnesses'},{'category': 'speaker connectors'}
379,{'brand': 'tripp lite'},{'brand': 'tripp lite'}
380,{'brand': 'transcend'},{'brand': 'transcend'}
381,{'category': 'surveillance cameras'},{'category': 'surveillance cameras'}
382,{'category': 'mice'},{'category': 'mice'}
383,{'brand': 'sony'},{'brand': 'sony'}
384,{'category': 'camcorders'},{'category': 'camcorders'}
385,{'brand': 'sony'},{'brand': 'sony'}
386,{'category': 'switches'},{'category': 'kvm switches'}
387,{'brand': 'siig'},{'brand': 'siig'}
388,{'brand': 'sennheiser'},{'brand': 'sennheiser'}
389,{'brand': 'scosche'},{'brand': 'scosche'}
390,{'brand': 'samsung'},{'brand': 'samsung'}
391,{'category': 'audio video accessories'},{'category': 'printer accessories'}
392,{'category': 'blank media'},{'category': 'blank media'}
393,{'category': 'camcorders'},{'category': 'camcorders'}
394,{'category': 'cases'},{'category': 'cases'}
395,{'brand': 'omnimount'},{'brand': 'omnimount'}
396,{'brand': 'case logic'},{'brand': 'case logic'}
397,{'category': 'labeling tapes'},{'category': 'labeling tapes'}
398,{'category': 'tvs'},{'category': 'tvs'}
399,{'brand': 'tomtom'},{'brand': 'tomtom'}
400,{'brand': 'targus'},{'brand': 'targus'}
401,{'brand': 'motion systems'},{'brand': 'peace tone'}
402,{'category': 'laptops'},{'category': 'laptops'}
403,{'category': 'cd players'},{'category': 'cd players'}
404,{'category': 'blank media'},{'category': 'memory cards'}
405,{'brand': 'd-link'},{'brand': 'd-link'}
406,{'category': 'printer ink toner'},{'category': 'inkjet printer ink'}
407,{'category': 'digital slr cameras'},{'category': 'digital slr camera bundles'}
408,{'brand': 'canon'},{'brand': 'canon'}
409,{'category': 'ethernet cables'},{'category': 'ethernet cables'}
410,{'category': 'modem cables'},{'category': 'modem cables'}
411,{'brand': 'motorola'},{'brand': 'motorola'}
412,{'brand': 'memorex'},{'brand': 'memorex'}
413,{'category': 'cooling pads'},{'category': 'cooling pads'}
414,{'category': 'projection screens'},{'category': 'home audio theater'}
415,{'category': 'usb cables'},{'category': 'usb cables'}
416,{'brand': 'kodak'},{'brand': 'kodak'}
417,{'category': 'computers accessories'},{'category': 'cases'}
418,{'category': 'cases sleeves'},{'category': 'cases sleeves'}
419,{'brand': 'ihome'},{'brand': 'ihome'}
420,{'category': 'boating gps units chartplotters'},{'category': 'boating gps units chartplotters'}
421,{'brand': 'humantoolz'},{'brand': 'human toolz'}
422,{'category': 'printer ink toner'},{'category': 'gps system accessories'}
423,{'category': 'printers'},{'category': 'headphones'}
424,{'category': 'camcorder batteries'},{'category': 'camcorder batteries'}
425,{'brand': 'general electric'},{'brand': 'general electric'}
426,{'category': 'handheld gps'},{'category': 'handheld gps'}
427,{'category': 'address labels'},{'category': 'labeling tapes'}
428,{'category': 'speaker systems'},{'category': 'complete tripod units'}
429,{'brand': 'zotac'},{'brand': 'zotac'}
430,{'category': 'accessories'},{'category': 'cable security devices'}
431,{'brand': 'wacom'},{'brand': 'wacom'}
432,{'brand': 'wacom'},{'brand': 'wacom'}
433,{'brand': 'trendnet'},{'brand': 'trendnet'}
434,{'category': 'surveillance cameras'},{'category': 'webcams'}
435,{'category': 'docking stations'},{'category': 'docking stations'}
436,{'category': 'docking stations'},{'category': 'docking stations'}
437,{'brand': 'tenba'},{'brand': 'tenba'}
438,{'brand': 'wincraft'},{'brand': 'team pro mark'}
439,{'category': 'ebook readers accessories'},{'category': 'adapters'}
440,{'brand': 'solo'},{'brand': 'solo'}
441,{'brand': 'sling media'},{'brand': 'sling media'}
442,{'category': 'satellite radio tuners adapters'},{'category': 'satellite radio tuners adapters'}
443,{'category': 'point shoot digital cameras'},{'category': 'point shoot digital cameras'}
444,{'category': 'lamps'},{'category': 'lamps'}
445,{'category': 'inkjet printer ink'},{'category': 'laser printer toner'}
446,{'category': 'inkjet printer ink'},{'category': 'inkjet printer ink'}
447,{'brand': 'rca'},{'brand': 'rca'}
448,{'category': 'computers accessories'},{'category': 'skins decals'}
449,{'brand': 'pineapple'},{'brand': 'pineapple'}
450,{'brand': 'patriot'},{'brand': 'patriot'}
451,{'category': 'kvm switches'},{'category': 'kvm switches'}
452,{'category': 'printer accessories'},{'category': 'shredders'}
453,{'category': 'camcorders'},{'category': 'camcorders'}
454,{'category': 'combs spines'},{'category': 'covers'}
455,{'category': 'tv mounts'},{'category': 'tv mounts'}
456,{'brand': 'amzer'},{'brand': 'amzer'}
457,{'category': 'accessories supplies'},{'category': 'headsets'}
458,{'category': 'usb flash drives'},{'category': 'usb flash drives'}
459,{'brand': 'peak'},{'brand': 'peak'}
460,{'category': 'computer accessories'},{'category': 'memory card adapters'}
461,{'brand': 'startech'},{'brand': 'startech'}
462,{'brand': 'sony'},{'brand': 'sony'}
463,{'category': 'internal hard drives'},{'category': 'printer accessories'}
464,{'brand': 'smead'},{'brand': 'smead'}
465,{'brand': 'logitech'},{'brand': 'logitech'}
466,{'category': 'laser printer toner'},{'category': 'inkjet printer ink'}
467,{'brand': 'brother'},{'brand': 'brother'}
468,{'category': 'fiber optic cables'},{'category': 'optical drives'}
469,{'brand': 'avery'},{'brand': 'avery'}
470,{'category': 'postcards'},{'category': 'postcards'}
471,{'category': 'computers accessories'},{'category': 'cases'}
472,{'category': 'speaker stands'},{'category': 'speaker stands'}
473,{'brand': 'arkon'},{'brand': 'arkon'}
474,{'category': 'kvm switches'},{'category': 'kvm switches'}
475,{'brand': 'vxi'},{'brand': 'vxi'}
476,{'brand': 'crucial'},{'brand': 'crucial'}
477,{'category': 'memory'},{'category': 'memory'}
478,{'category': 'usb flash drives'},{'category': 'usb flash drives'}
479,{'brand': 'coby'},{'brand': 'coby'}
480,{'category': 'camcorders'},{'category': 'camcorders'}
481,{'category': 'microphones accessories'},{'category': 'microphones'}
482,{'brand': 'canon'},{'brand': 'canon'}
483,{'brand': 'm-rock'},{'brand': 'm-rock'}
484,{'brand': 'moultrie'},{'brand': 'moultrie'}
485,{'brand': 'monster'},{'brand': 'monster'}
486,{'brand': 'micro innovations'},{'brand': 'micro innovations'}
487,{'category': 'headphones'},{'category': 'headphones'}
488,{'brand': 'maccase'},{'brand': 'maccase'}
489,{'brand': 'just mobile'},{'brand': 'just mobile'}
490,{'category': 'chargers adapters'},{'category': 'car chargers'}
491,{'brand': 'innergie'},{'brand': 'innergie'}
492,{'category': 'computer speakers'},{'category': 'home audio theater'}
493,{'brand': 'genius'},{'brand': 'genius'}
494,{'category': 'printer accessories'},{'category': 'image transfer sheets'}
495,{'brand': 'transcend'},{'brand': 'transcend'}
496,{'category': 'covers skins'},{'category': 'cases'}
497,{'brand': 'terk'},{'brand': 'terk'}
