,output,predict
57,"{""Net content"": ""5.0 Oz per bar""}","{""Net content"": ""5.0 Oz per bar""}"
58,"{""Brand"": ""Purex""}","{""Brand"": ""Purex""}"
59,"{""Specialty"": ""Concentrate""}","{""Specialty"": ""Mountain Breeze""}"
60,"{""Item form"": ""Pail""}","{""Item form"": ""Liquid""}"
61,"{""Net content"": ""5 gal Capacity""}","{""Net content"": ""5 gal Capacity""}"
62,"{""Scent"": ""Mountain Breeze""}","{""Scent"": ""Mountain Breeze""}"
63,"{""Color"": ""Blue""}","{""Color"": ""Blue""}"
64,"{""Brand"": ""OxiClean""}","{""Brand"": ""OxiClean""}"
65,"{""Item form"": ""Liquid""}","{""Item form"": ""Liquid Stain Remover""}"
66,"{""Specific uses"": ""Stain Remover""}","{""Specific uses"": ""Liquid Stain Remover""}"
67,"{""Net content"": ""21.5 oz""}","{""Net content"": ""21.5 oz""}"
68,"{""Pack size"": ""Pack of 2""}","{""Pack size"": ""Pack of 2""}"
69,"{""Brand"": ""Persil""}","{""Brand"": ""Persil ProClean""}"
70,"{""Specialty"": ""ProClean""}","{""Specialty"": ""ProClean""}"
71,"{""Item form"": ""Liquid""}","{""Item form"": ""Liquid""}"
72,"{""Scent"": ""Original""}","{""Scent"": ""Original""}"
73,"{""Net content"": ""150 Fluid Ounces""}","{""Net content"": ""150 Fluid Ounces""}"
74,"{""Load size"": ""96 Loads""}","{""Load size"": ""96 Loads""}"
75,"{""Brand"": ""Shout""}","{""Brand"": ""Shout""}"
76,"{""Specific uses"": ""Stain Remover""}","{""Specific uses"": ""Stain Remover""}"
77,"{""Item form"": ""Refill""}","{""Item form"": ""Refill""}"
78,"{""Net content"": ""128 oz""}","{""Net content"": ""128 oz""}"
79,"{""Brand"": ""Gain""}","{""Brand"": ""Gain""}"
80,"{""Specialty"": ""High Efficiency""}","{""Specialty"": ""Green""}"
81,"{""Scent"": ""Original""}","{""Scent"": ""Green""}"
82,"{""Item form"": ""Liquid""}","{""Item form"": ""Liquid""}"
83,"{""Load size"": ""146 Loads""}","{""Load size"": ""146 Loads""}"
84,"{""Color"": ""Green""}","{""Color"": ""Green""}"
85,"{""Scent"": ""Original Scent""}","{""Scent"": ""Original Scent""}"
86,"{""Item form"": ""Powder""}","{""Item form"": ""Powder""}"
87,"{""Net content"": ""141 oz""}","{""Net content"": ""141 oz""}"
88,"{""Brand"": ""Ariel""}","{""Brand"": ""Ariel""}"
89,"{""Pack size"": ""1""}","{""Pack size"": ""1""}"
90,"{""Brand"": ""Gain Joyful Expressions""}","{""Brand"": ""Gain""}"
91,"{""Item form"": ""Liquid""}","{""Item form"": ""Liquid Detergent""}"
92,"{""Scent"": ""Apple Mango Tango""}","{""Scent"": ""Apple Mango Tango""}"
93,"{""Net content"": ""100 oz""}","{""Net content"": ""100 oz""}"
94,"{""Load size"": ""48 Loads""}","{""Load size"": ""48 Loads""}"
95,"{""Brand"": ""Earth Friendly Products ECOS""}","{""Brand"": ""Earth Friendly Products""}"
96,"{""Specialty"": ""Hypoallergenic""}","{""Specialty"": ""Hypoallergenic""}"
97,"{""Item form"": ""Liquid""}","{""Item form"": ""Liquid Laundry Detergent""}"
98,"{""Scent"": ""Free & Clear""}","{""Scent"": ""Free & Clear""}"
99,"{""Net content"": ""100 Ounce""}","{""Net content"": ""100 Ounce""}"
100,"{""Brand"": ""Grab Green Stoneworks""}","{""Brand"": ""Grab Green""}"
101,"{""Specialty"": ""Natural""}","{""Specialty"": ""Natural""}"
102,"{""Item form"": ""Powder Pods""}","{""Item form"": ""Pods""}"
103,"{""Scent"": ""Oak Tree""}","{""Scent"": ""Oak Tree""}"
104,"{""Load size"": ""50 Loads""}","{""Load size"": ""50 Loads""}"
105,"{""Brand"": ""Oil Vanish""}","{""Brand"": ""Oil Vanish""}"
106,"{""Specific uses"": ""Vanish Oil Stain Remover""}","{""Specific uses"": ""Oil Stain Remover""}"
107,"{""Color"": ""Clear""}","{""Color"": ""Clear""}"
108,"{""Brand"": ""Soakwash""}","{""Brand"": ""Soakwash""}"
109,"{""Item form"": ""Wash""}","{""Item form"": ""Liquid""}"
110,"{""Net content"": ""12-Ounce""}","{""Net content"": ""12-Ounce""}"
111,"{""Scent"": ""Scentless""}","{""Scent"": ""Scentless""}"
112,"{""Brand"": ""OxiClean""}","{""Brand"": ""OxiClean""}"
113,"{""Specialty"": ""MaxForce""}","{""Specialty"": ""MaxForce""}"
114,"{""Item form"": ""Gel Stick""}","{""Item form"": ""Gel Stick""}"
115,"{""Pack size"": ""Pack of 1""}","{""Pack size"": ""Pack of 1""}"
116,"{""Net content"": ""6.2 ounce""}","{""Net content"": ""6.2 ounce""}"
117,"{""Brand"": ""Amazon Brand - Solimo""}","{""Brand"": ""Amazon Brand""}"
118,"{""Specialty"": ""Concentrated""}","{""Specialty"": ""Free & Clear""}"
119,"{""Item form"": ""Liquid""}","{""Item form"": ""Liquid""}"
120,"{""Scent"": ""Free & Clear""}","{""Scent"": ""Free & Clear""}"
121,"{""Load size"": ""128 loads""}","{""Load size"": ""128 loads""}"
122,"{""Net content"": ""96 Fl Oz""}","{""Net content"": ""96 Fl Oz""}"
123,"{""Brand"": ""Clorox 2 Performance""}","{""Brand"": ""Clorox 2""}"
124,"{""Specific uses"": ""Color Boost""}","{""Specific uses"": ""Stain Remover/Color Boost""}"
125,"{""Load size"": ""82 Loads""}","{""Load size"": ""82 Loads""}"
126,"{""Net content"": ""112.75 Fl Oz""}","{""Net content"": ""112.75 Fl Oz""}"
127,"{""Brand"": ""Arm & Hammer""}","{""Brand"": ""Arm & Hammer""}"
128,"{""Skin type"": ""Sensitive Skin""}","{""Skin type"": ""Sensitive Skin""}"
129,"{""Scent"": ""Free & Clear""}","{""Scent"": ""Free & Clear""}"
130,"{""Load size"": ""140 Loads""}","{""Load size"": ""140 Loads""}"
131,"{""Item form"": ""Liquid""}","{""Item form"": ""Liquid Laundry Detergent""}"
132,"{""Net content"": ""210 Fl oz""}","{""Net content"": ""210 Fl oz""}"
133,"{""Brand"": ""Gain""}","{""Brand"": ""Gain""}"
134,"{""Item form"": ""Liquid""}","{""Item form"": ""Liquid""}"
135,"{""Scent"": ""Original""}","{""Scent"": ""Original""}"
136,"{""Net content"": ""48 Fluid Ounce""}","{""Net content"": ""48 Fluid Ounce""}"
137,"{""Pack size"": ""Pack of 3""}","{""Pack size"": ""Pack of 3""}"
138,"{""Brand"": ""Method""}","{""Brand"": ""Method""}"
139,"{""Scent"": ""Free + Clear""}","{""Scent"": ""Free + Clear""}"
140,"{""Net content"": ""53.5 Fluid Ounces""}","{""Net content"": ""53.5 Fluid Ounces""}"
141,"{""Load size"": ""66 Loads""}","{""Load size"": ""66 Loads""}"
142,"{""Pack size"": ""4 pack""}","{""Pack size"": ""4 pack""}"
143,"{""Brand"": ""Arm & Hammer""}","{""Brand"": ""Arm & Hammer""}"
144,"{""Specialty"": ""4-in-1""}","{""Specialty"": ""4-in-1""}"
145,"{""Item form"": ""Power Paks""}","{""Item form"": ""Power Paks""}"
146,"{""Net content"": ""62 Count""}","{""Net content"": ""62 Count""}"
147,"{""Brand"": ""Gain""}","{""Brand"": ""Gain""}"
148,"{""Item form"": ""Liquid""}","{""Item form"": ""Liquid Laundry Detergent""}"
149,"{""Scent"": ""Moonlight Breeze""}","{""Scent"": ""Moonlight Breeze""}"
150,"{""Net content"": ""2 Count, 75 fl oz Each""}","{""Net content"": ""96 Total Loads""}"
151,"{""Load size"": ""96 Total Loads""}","{""Load size"": ""96 Total Loads""}"
152,"{""Brand"": ""Shout""}","{""Brand"": ""Shout""}"
153,"{""Item form"": ""Spray and Wash""}","{""Item form"": ""Spray and Wash""}"
154,"{""Specialty"": ""Advanced Action""}","{""Specialty"": ""Advanced Action""}"
155,"{""Specific uses"": ""Stain Remover for Clothes""}","{""Specific uses"": ""Action Stain Remover for Clothes""}"
156,"{""Net content"": ""22 oz""}","{""Net content"": ""22 oz""}"
157,"{""Brand"": ""OxiClean""}","{""Brand"": ""OxiClean""}"
158,"{""Specialty"": ""Max Force""}","{""Specialty"": ""Max Force""}"
159,"{""Specific uses"": ""Stain Remover""}","{""Specific uses"": ""Laundry Stain Remover Spray""}"
160,"{""Item form"": ""Spray""}","{""Item form"": ""Spray""}"
161,"{""Net content"": ""12 Ounce""}","{""Net content"": ""12 Ounce""}"
162,"{""Pack size"": ""Pack of 3""}","{""Pack size"": ""Pack of 3""}"
163,"{""Brand"": ""Shout""}","{""Brand"": ""Shout""}"
164,"{""Specialty"": ""Triple-Acting""}","{""Specialty"": ""Triple-Acting""}"
165,"{""Specific uses"": ""Laundry Stain Remover""}","{""Specific uses"": ""Laundry Stain Remover""}"
166,"{""Item form"": ""Economy Refill""}","{""Item form"": ""Refill""}"
167,"{""Net content"": ""60 Fl.oz""}","{""Net content"": ""60 Fl.oz""}"
168,"{""Brand"": ""Persil""}","{""Brand"": ""Persil ProClean""}"
169,"{""Specialty"": ""ProClean""}","{""Specialty"": ""ProClean""}"
170,"{""Item form"": ""Liquid""}","{""Item form"": ""Liquid Laundry Detergent""}"
171,"{""Scent"": ""Original""}","{""Scent"": ""Original""}"
172,"{""Net content"": ""100 Fluid Ounces""}","{""Net content"": ""100 Fluid Ounces""}"
173,"{""Load size"": ""64 Loads""}","{""Load size"": ""64 Loads""}"
174,"{""Brand"": ""The Laundress New York""}","{""Brand"": ""The Laundress""}"
175,"{""Specific uses"": ""Laundry Stain Remover""}","{""Specific uses"": ""Laundry Stain Remover""}"
176,"{""Scent"": ""Unscented""}","{""Scent"": ""Unscented""}"
177,"{""Item form"": ""Liquid""}","{""Item form"": ""Liquid Spot Remover""}"
178,"{""Net content"": ""16 fl oz""}","{""Net content"": ""16 fl oz""}"
179,"{""Load size"": ""200 uses""}","{""Load size"": ""200 uses""}"
180,"{""Color"": ""clear""}","{""Color"": ""clear""}"
181,"{""Brand"": ""Amazon Brand - Presto!""}","{""Brand"": ""Amazon Brand""}"
182,"{""Specialty"": ""Concentrated""}","{""Specialty"": ""Fresh Scent""}"
183,"{""Item form"": ""Liquid""}","{""Item form"": ""Liquid""}"
184,"{""Scent"": ""Fresh Scent""}","{""Scent"": ""Fresh Scent""}"
185,"{""Load size"": ""128 Loads""}","{""Load size"": ""128 Loads""}"
186,"{""Net content"": ""96 Fl Oz""}","{""Net content"": ""96 Fl Oz""}"
187,"{""Brand"": ""OxiClean""}","{""Brand"": ""Arm & Hammer Plus""}"
188,"{""Specific uses"": ""Odor Blasters""}","{""Specific uses"": ""Odor Blasters""}"
189,"{""Scent"": ""Fresh Burst""}","{""Scent"": ""Fresh Burst""}"
190,"{""Load size"": ""35 Loads""}","{""Load size"": ""35 Loads""}"
191,"{""Item form"": ""Liquid""}","{""Item form"": ""Liquid Laundry Detergent""}"
192,"{""Net content"": ""61.25 Fl oz""}","{""Net content"": ""61.25 Fl oz""}"
193,"{""Brand"": ""Biokleen""}","{""Brand"": ""Biokleen""}"
194,"{""Specialty"": ""Concentrated""}","{""Specialty"": ""Natural""}"
195,"{""Specific uses"": ""Sport""}","{""Specific uses"": ""Concentrated Laundry Detergent""}"
196,"{""Load size"": ""300 Loads""}","{""Load size"": ""300 Loads""}"
197,"{""Brand"": ""Noodle & Boo""}","{""Brand"": ""Noodle & Boo""}"
198,"{""Specialty"": ""Ultra Safe Laundry Essentials""}","{""Specialty"": ""Ultra Safe""}"
199,"{""Net content"": ""64 Fl Oz""}","{""Net content"": ""64 Fl Oz""}"
200,"{""Brand"": ""Method""}","{""Brand"": ""Method""}"
201,"{""Specialty"": ""Concentrated""}","{""Specialty"": ""Fresh Air""}"
202,"{""Item form"": ""Pump""}","{""Item form"": ""Concentrated""}"
203,"{""Scent"": ""Fresh Air""}","{""Scent"": ""Fresh Air""}"
204,"{""Net content"": ""20 Fl Oz""}","{""Net content"": ""20 Fl Oz""}"
205,"{""Load size"": ""50 Loads""}","{""Load size"": ""50 Loads""}"
206,"{""Brand"": ""Crystals""}","{""Brand"": ""Purex""}"
207,"{""Item form"": ""Liquid""}","{""Item form"": ""Liquid""}"
208,"{""Scent"": ""Fresh Lavender Blossom""}","{""Scent"": ""Fresh Lavender Blossom""}"
209,"{""Net content"": ""150 Fluid Ounces""}","{""Net content"": ""150 Fluid Ounces""}"
210,"{""Load size"": ""115 Loads""}","{""Load size"": ""115 Loads""}"
211,"{""Brand"": ""Persil ProClean""}","{""Brand"": ""Persil""}"
212,"{""Item form"": ""Power-Liquid""}","{""Item form"": ""Power-Liquid""}"
213,"{""Scent"": ""Intense Fresh""}","{""Scent"": ""Intense Fresh""}"
214,"{""Net content"": ""40 Fl Oz""}","{""Net content"": ""40 Fl Oz""}"
215,"{""Brand"": ""Meliora Cleaning Products""}","{""Brand"": ""Meliora Cleaning Products""}"
216,"{""Item form"": ""Powder""}","{""Item form"": ""Laundry Powder""}"
217,"{""Scent"": ""Lavender""}","{""Scent"": ""Lavender""}"
218,"{""Load size"": ""128 HE (64 Standard) Loads""}","{""Load size"": ""128 HE (64 Standard) Loads""}"
219,"{""Brand"": ""Seventh Generation""}","{""Brand"": ""Seventh Generation""}"
220,"{""Specialty"": ""Concentrated""}","{""Specialty"": ""Geranium Blossom & Vanilla""}"
221,"{""Scent"": ""Geranium Blossom & Vanilla""}","{""Scent"": ""Geranium Blossom & Vanilla""}"
222,"{""Net content"": ""40 Fl Oz""}","{""Net content"": ""40 Fl Oz (Pack of 2)""}"
223,"{""Pack size"": ""Pack of 2""}","{""Pack size"": ""Pack of 2""}"
224,"{""Load size"": ""106 Loads""}","{""Load size"": ""106 Loads""}"
225,"{""Brand"": ""Amazon Brand - Solimo""}","{""Brand"": ""Amazon Brand""}"
226,"{""Specialty"": ""Concentrated""}","{""Specialty"": ""Lavender""}"
227,"{""Item form"": ""Liquid""}","{""Item form"": ""Liquid""}"
228,"{""Scent"": ""Lavender""}","{""Scent"": ""Lavender""}"
229,"{""Load size"": ""128 loads""}","{""Load size"": ""128 loads""}"
230,"{""Net content"": ""96 Fl Oz""}","{""Net content"": ""96 Fl Oz""}"
231,"{""Brand"": ""Good Natured Brand""}","{""Brand"": ""Good Natured Brand""}"
232,"{""Specialty"": ""Eco-friendly""}","{""Specialty"": ""All-Natural""}"
233,"{""Scent"": ""Lavender and Eucalyptus""}","{""Scent"": ""Lavender and Eucalyptus""}"
234,"{""Item form"": ""Laundry Soda/Detergent""}","{""Item form"": ""Soda/Detergent""}"
235,"{""Load size"": ""52 load bag""}","{""Load size"": ""52 load bag""}"
236,"{""Net content"": ""32 oz""}","{""Net content"": ""32 oz.""}"
237,"{""Brand"": ""Post""}","{""Brand"": ""Post""}"
238,"{""Sub brand"": ""Honey Bunches of Oats""}","{""Sub brand"": ""Cereal""}"
239,"{""Flavor"": ""Crunchy Honey Roasted""}","{""Flavor"": ""Honey Roasted""}"
240,"{""Cereal type"": ""Cereal""}","{""Cereal type"": ""Cereal""}"
241,"{""Net content"": ""18 Ounce""}","{""Net content"": ""18 Ounce""}"
242,"{""Pack size"": ""Pack of 1""}","{""Pack size"": ""Pack of 1""}"
243,"{""Container"": ""Box""}","{""Container"": ""Box""}"
244,"{""Brand"": ""Weetabix""}","{""Brand"": ""Weetabix""}"
245,"{""Flavor"": ""Whole Grain""}","{""Flavor"": ""Whole Grain""}"
246,"{""Sub brand"": ""Cereal Biscuits""}","{""Sub brand"": ""Cereal Biscuits""}"
247,"{""Specialty"": ""Vegan""}","{""Specialty"": ""Heart Healthy""}"
248,"{""Net content"": ""14 Oz""}","{""Net content"": ""14 Oz Box""}"
249,"{""Container"": ""Box""}","{""Container"": ""14 Oz Box""}"
250,"{""Brand"": ""Nature's Path""}","{""Brand"": ""Nature's Path""}"
251,"{""Specialty"": ""Organic""}","{""Specialty"": ""Blueberry Cinnamon Flax""}"
252,"{""Sub brand"": ""Instant Oatmeal""}","{""Sub brand"": ""Oatmeal""}"
253,"{""Flavor"": ""Blueberry Cinnamon Flax""}","{""Flavor"": ""Blueberry Cinnamon Flax""}"
254,"{""Net content"": ""11.3 Oz""}","{""Net content"": ""48""}"
255,"{""Container"": ""Boxes""}","{""Container"": ""48 Packets""}"
256,"{""Pack size"": ""Pack of 6""}","{""Pack size"": ""11.3 Oz Boxes""}"
257,"{""Brand"": ""Bob's Red Mill""}","{""Brand"": ""Bob's Red Mill""}"
258,"{""Container"": ""Resealable""}","{""Container"": ""Resealable""}"
259,"{""Flavor"": ""Classic""}","{""Flavor"": ""Classic""}"
260,"{""Sub brand"": ""Granola""}","{""Sub brand"": ""Classic Granola""}"
261,"{""Net content"": ""12 Oz""}","{""Net content"": ""12 Oz""}"
262,"{""Pack size"": ""4 Pack""}","{""Pack size"": ""4 Pack""}"
263,"{""Brand"": ""Bob's Red Mill""}","{""Brand"": ""Bob's Red Mill""}"
264,"{""Specialty"": ""Organic""}","{""Specialty"": ""Old Fashioned""}"
265,"{""Flavor"": ""Old Fashioned""}","{""Flavor"": ""Old Fashioned""}"
266,"{""Sub brand"": ""Rolled Oats""}","{""Sub brand"": ""Old Fashioned Rolled Oats""}"
267,"{""Net content"": ""16 Oz""}","{""Net content"": ""16 Oz""}"
268,"{""Brand"": ""Kellogg's""}","{""Brand"": ""Kellogg's""}"
269,"{""Sub brand"": ""Breakfast Cereal""}","{""Sub brand"": ""Krave""}"
270,"{""Flavor"": ""Double Chocolate, Filling Made with Real Chocolate""}","{""Flavor"": ""Double Chocolate""}"
271,"{""Net content"": ""11oz""}","{""Net content"": ""11oz Box""}"
272,"{""Container"": ""Box""}","{""Container"": ""Box""}"
273,"{""Pack size"": ""Pack of 10""}","{""Pack size"": ""Pack of 10""}"
274,"{""Brand"": ""Catalina Crunch""}","{""Brand"": ""Catalina Crunch""}"
275,"{""Flavor"": ""Maple Waffle""}","{""Flavor"": ""Maple""}"
276,"{""Sub brand"": ""Keto Cereal""}","{""Sub brand"": ""Maple Waffle""}"
277,"{""Specialty"": ""Gluten & Grain Free""}","{""Specialty"": ""Keto Friendly""}"
278,"{""Brand"": ""Bob's Red Mill""}","{""Brand"": ""Bob's Red Mill""}"
279,"{""Container"": ""Resealable""}","{""Container"": ""24-ounce""}"
280,"{""Flavor"": ""Steel Cut Oats""}","{""Flavor"": ""Steel Cut Oats""}"
281,"{""Net content"": ""24-ounce""}","{""Net content"": ""24-ounce""}"
282,"{""Pack size"": ""Pack of 4""}","{""Pack size"": ""Pack of 4""}"
283,"{""Brand"": ""Oats Overnight""}","{""Brand"": ""Oats Overnight""}"
284,"{""Flavor"": ""Chocolate Peanut Butter Banana""}","{""Flavor"": ""Chocolate Peanut Butter Banana""}"
285,"{""Pack size"": ""8 Pack""}","{""Pack size"": ""8 Pack""}"
286,"{""Specialty"": ""Non GMO""}","{""Specialty"": ""High Protein, Low Sugar, Gluten Free, High Fiber, Non GMO""}"
287,"{""Sub brand"": ""Oatmeal""}","{""Sub brand"": ""Oats Overnight""}"
288,"{""Net content"": ""2.7oz per pack""}","{""Net content"": ""2.7oz per pack""}"
289,"{""Brand"": ""Cream Of Rice""}","{""Brand"": ""Cream Of Rice""}"
290,"{""Specialty"": ""Gluten Free""}","{""Specialty"": ""Gluten Free""}"
291,"{""Sub brand"": ""Hot Cereal""}","{""Sub brand"": ""Hot Cereal""}"
292,"{""Net content"": ""28 oz""}","{""Net content"": ""28 oz""}"
293,"{""Pack size"": ""2 Pack""}","{""Pack size"": ""2 Pack""}"
294,"{""Brand"": ""Corn Chex""}","{""Brand"": ""Corn Chex""}"
295,"{""Specialty"": ""Gluten Free""}","{""Specialty"": ""Gluten Free""}"
296,"{""Net content"": ""18 oz""}","{""Net content"": ""18 oz""}"
297,"{""Brand"": ""Quaker""}","{""Brand"": ""Quaker""}"
298,"{""Sub brand"": ""Instant Oatmeal""}","{""Sub brand"": ""Oatmeal""}"
299,"{""Flavor"": ""Assorted""}","{""Flavor"": ""Assorted""}"
300,"{""Container"": ""Package""}","{""Container"": ""Package""}"
301,"{""Net content"": ""1.51 Oz""}","{""Net content"": ""1.51 Oz Package""}"
302,"{""Pack size"": ""52/Case""}","{""Pack size"": ""52/Case""}"
303,"{""Brand"": ""Quaker""}","{""Brand"": ""Quaker""}"
304,"{""Sub brand"": ""Quick 1 Minute Oats""}","{""Sub brand"": ""Oats""}"
305,"{""Specialty"": ""Non-GMO""}","{""Specialty"": ""Non-GMO""}"
306,"{""Brand"": ""Bob's Red Mill""}","{""Brand"": ""Bob's Red Mill""}"
307,"{""Specialty"": ""Gluten Free""}","{""Specialty"": ""Gluten Free""}"
308,"{""Sub brand"": ""Oatmeal""}","{""Sub brand"": ""Oatmeal Cup""}"
309,"{""Container"": ""Cup""}","{""Container"": ""2.47-ounce""}"
310,"{""Flavor"": ""Fruit & Seed""}","{""Flavor"": ""Fruit & Seed""}"
311,"{""Net content"": ""2.47-ounce""}","{""Net content"": ""2.47-ounce""}"
312,"{""Pack size"": ""Pack of 12""}","{""Pack size"": ""Pack of 12""}"
313,"{""Brand"": ""Kodiak Cakes""}","{""Brand"": ""Kodiak Cakes""}"
314,"{""Specialty"": ""Instant Protein""}","{""Specialty"": ""Protein""}"
315,"{""Flavor"": ""Cinnamon""}","{""Flavor"": ""Cinnamon""}"
316,"{""Sub brand"": ""Oatmeal""}","{""Sub brand"": ""Protein""}"
317,"{""Container"": ""Cup""}","{""Container"": ""2.12oz""}"
318,"{""Net content"": ""2.12oz""}","{""Net content"": ""2.12oz""}"
319,"{""Pack size"": ""Pack of 12""}","{""Pack size"": ""Pack of 12""}"
320,"{""Brand"": ""Trix""}","{""Brand"": ""Trix""}"
321,"{""Sub brand"": ""Cereal""}","{""Sub brand"": ""Cereal""}"
322,"{""Flavor"": ""Fruit Flavored Corn Puffs""}","{""Flavor"": ""Fruit Flavored""}"
323,"{""Net content"": ""13.9 oz""}","{""Net content"": ""13.9 oz""}"
324,"{""Brand"": ""Nature's Path""}","{""Brand"": ""Nature's Path""}"
325,"{""Specialty"": ""Organic""}","{""Specialty"": ""Heritage""}"
326,"{""Flavor"": ""Heritage Flakes""}","{""Flavor"": ""Heritage""}"
327,"{""Sub brand"": ""Cereal""}","{""Sub brand"": ""Heritage Flakes Cereal""}"
328,"{""Net content"": ""32 oz""}","{""Net content"": ""32 oz""}"
329,"{""Container"": ""Eco Pac Bags""}","{""Container"": ""Eco Pac Bags""}"
330,"{""Brand"": ""Kellogg's Special K""}","{""Brand"": ""Kellogg's""}"
331,"{""Sub brand"": ""Breakfast Cereal""}","{""Sub brand"": ""Granola""}"
332,"{""Flavor"": ""Touch of Honey""}","{""Flavor"": ""Touch of Honey""}"
333,"{""Specialty"": ""Low Fat""}","{""Specialty"": ""Low Fat""}"
334,"{""Net content"": ""11.3oz""}","{""Net content"": ""11.3oz Bag""}"
335,"{""Container"": ""Bag""}","{""Container"": ""Bag""}"
336,"{""Brand"": ""McCann's Irish Oatmeal""}","{""Brand"": ""McCann's""}"
